"Year","Player","Age","Position","School","Height","Weight","BMI","SpeedScore","FortyDash","Vertical","Bench","BroadJump","ThreeCone","Shuttle"
"2010","Stafon Johnson","22.08","RB","USC","71","214","29.84","93.95","4.62","35.5","13","118","",""
"2010","Donald Jones","22.22","WR","Youngstown State","72","214","29.02","106.69","4.46","41","20","119","6.9","4.2"
"2010","Kevin Jurovich","23.68","WR","San Jose State","71","188","26.22","93.26","4.45","","14","","",""
"2010","Mike Kafka","22.62","QB","Northwestern","75","225","28.12","76.18","4.93","32","","110","6.96","4.37"
"2010","Brandon LaFell","23.34","WR","LSU","74","211","27.09","97.22","4.58","36","","115","6.81","4.23"
"2010","Dan LeFevour","22.97","QB","Central Michigan","75","230","28.74","102.74","4.6","29.5","","110","6.93","4.22"
"2010","Thaddeus Lewis","25.09","QB","Duke","72","215","29.16","78.36","4.84","28","","107","",""
"2010","Scott Long","","WR","Louisville","74","216","27.73","110.68","4.46","41.5","20","123","6.45","4.09"
"2010","Darius Marshall","","RB","Marshall","69","190","28.06","85.61","4.59","35.5","14","109","","4.39"
"2010","Jeron Mastrud","22.22","TE","Kansas State","77","256","30.35","95.6","4.82","","","","",""
"2010","Ryan Mathews","22.41","RB","Fresno State","72","218","29.56","119.55","4.37","36","19","121","7","4.33"
"2010","Dexter McCluster","20.53","WR","Mississippi","69","172","25.4","77.21","4.53","37.5","20","118","","4.06"
"2010","Colt McCoy","23.5","QB","Texas","73","216","28.49","82.06","4.79","","","114","",""
"2010","Anthony McCoy","22.23","TE","USC","76","259","31.52","104.7","4.71","35.5","19","113","6.99","4.57"
"2010","Chris McGaha","","WR","Arizona State","73","201","26.52","96.31","4.52","40","19","122","","4.21"
"2010","Joe McKnight","21.89","RB","USC","71","198","27.61","105.65","4.4","36.5","18","120","",""
"2010","Shawnbrey McNeal","21.38","RB","SMU","69","194","28.65","92.14","4.53","36","14","117","",""
"2010","Kerry Meier","23.32","WR","Kansas","74","224","28.76","99.68","4.62","35","13","115","","4.23"
"2010","Lonyae Miller","21.85","RB","Fresno State","71","221","30.82","114.76","4.43","36.5","26","120","7.2","4.54"
"2010","Brandon Minor","","RB","Michigan","72","214","29.02","96.43","4.59","","","","",""
"2010","Carlton Mitchell","21.92","WR","South Florida","75","215","26.87","111.65","4.46","36","16","122","6.96","4.55"
"2010","Tony Moeaki","22.75","TE","Iowa","75","245","30.62","99.42","4.69","34","18","113","7.1","4.42"
"2010","Preston Parker","23.06","WR","Florida State","71","199","27.75","87.21","4.59","35","16","117","","4.16"
"2010","Pat Paschall","","RB","North Dakota State","72","209","28.34","89.41","4.65","38.5","15","118","7.02","4.33"
"2010","Colin Peek","","TE","Alabama","77","254","30.12","86.67","4.93","","19","","",""
"2010","Jared Perry","","WR","Missouri","73","178","23.48","86.05","4.51","33.5","11","121","6.75","4.39"
"2010","Tony Pike","23.99","QB","Cincinnati","78","223","25.77","77.37","4.9","28.5","","108","7.06","4.53"
"2010","Dennis Pitta","24.69","TE","BYU","76","245","29.82","101.61","4.68","34","27","113","6.72","4.17"
"2010","Taylor Price","22.41","WR","Ohio","72","204","27.66","107.36","4.4","37","16","114","6.82","4.34"
"2010","Andrew Quarless","21.41","TE","Penn State","76","254","30.91","105.34","4.68","32","23","112","",""
"2010","David Reed","22.96","WR","Utah","72","191","25.9","87.14","4.56","37","15","114","6.95","4.38"
"2010","Andre Roberts","22.16","WR","Citadel","71","195","27.19","101.2","4.4","36","15","120","6.77","4.15"
"2010","Zac Robinson","23.44","QB","Oklahoma State","74","214","27.47","89.22","4.68","35","","110","7.24","4.4"
"2010","Emmanuel Sanders","22.97","WR","SMU","71","186","25.94","96.53","4.4","39.5","12","126","6.64","4.1"
"2010","Charles Scott","","RB","LSU","71","238","33.19","99.23","4.68","30.5","","111","6.98","4.47"
"2010","Jordan Shipley","24.2","WR","Texas","71","193","26.92","83.85","4.6","36.5","16","116","",""
"2010","John Skelton","21.97","QB","Fordham","77","243","28.81","87.84","4.85","33.5","","108","7.17","4.33"
"2010","Riley Skinner","","QB","Wake Forest","72","214","29.02","65.81","5.05","30","","101","7.04","4.29"
"2010","Jevan Snead","","QB","Mississippi","75","219","27.37","67.88","5.04","33","","106","7.08","4.33"
"2010","C.J. Spiller","22.59","RB","Clemson","71","196","27.33","107.49","4.37","","18","","",""
"2010","James Starks","24.03","RB","Buffalo","74","218","27.99","106.33","4.5","36","15","119","6.89","4.23"
"2010","Ben Tate","21.54","RB","Auburn","71","220","30.68","124.02","4.34","40.5","26","124","6.91","4.12"
"2010","Golden Tate","21.59","WR","Notre Dame","70","199","28.55","99.99","4.42","35","17","120","7.12","4.34"
"2010","Tim Tebow","22.56","QB","Florida","75","236","29.49","95.91","4.71","38.5","","115","6.66","4.17"
"2010","Demaryius Thomas","22.2","WR","Georgia Tech","75","224","28","110.27","4.52","","","","",""
"2010","Manase Tonga","26.02","RB","BYU","71","245","34.17","89.29","4.84","32","19","105","7.44","4.69"
"2010","Keith Toston","22.84","RB","Oklahoma State","72","213","28.88","90.34","4.66","32","22","110","","4.67"
"2010","Verran Tucker","21.69","WR","California","74","200","25.68","86.73","4.65","","","","",""
"2010","Chastin West","22.85","WR","Fresno State","72","212","28.75","94.22","4.59","33.5","15","113","",""
"2010","Blair White","23.04","WR","Michigan State","74","209","26.83","104.26","4.49","33.5","18","115","6.69","4.03"
"2010","Damian Williams","21.78","WR","USC","73","197","25.99","94.39","4.52","38","19","118","6.79","4.24"
"2010","Jeremy Williams","","WR","Tulane","72","206","27.94","91.55","4.59","36","14","117","6.73",""
"2010","Keiland Williams","23.56","RB","LSU","71","233","32.49","111.64","4.52","","","","",""
"2010","Kyle Williams","21.63","WR","Arizona State","70","188","26.97","96.19","4.4","33","11","118","7","4.19"
"2010","Mike Williams","22.8","WR","Syracuse","73","221","29.15","104.96","4.53","33.5","8","116","6.9","4.31"
"2010","Stephen Williams","23.69","WR","Toledo","76","210","25.56","106.63","4.5","36.5","15","125","6.81","4.11"
"2010","Ryan Wolfe","","WR","UNLV","73","205","27.04","87.69","4.65","","13","","",""
"2011","Darvin Adams","21.16","WR","Auburn","74","190","24.39","89.09","4.56","","","","",""
"2011","Armando Allen","21.85","RB","Notre Dame","68","199","30.25","89.67","4.59","","23","","",""
"2011","Anthony Allen","22.58","RB","Georgia Tech","73","228","30.08","105.46","4.56","41.5","24","120","6.79","4.06"
"2011","Matt Asiata","23.62","RB","Utah","71","229","31.94","88.47","4.77","30","22","104","7.09","4.37"
"2011","Jon Baldwin","21.57","WR","Pittsburgh","76","228","27.75","116.81","4.49","42","20","129","7.07","4.34"
"2011","Damien Berry","22.37","RB","Miami (FL)","70","211","30.27","95.91","4.58","33.5","23","120","7","4.12"
"2011","Armon Binns","21.49","WR","Cincinnati","75","209","26.12","104.73","4.5","31.5","13","118","6.86","4.31"
"2011","Allen Bradford","22.51","RB","USC","71","242","33.75","114.94","4.53","29","28","113","6.97","4.39"
"2011","Vincent Brown","22.11","WR","San Diego State","71","187","26.08","75.83","4.68","33.5","12","121","6.64","4.25"
"2011","DeAndre Brown","","WR","Southern Miss","78","233","26.92","112.18","4.59","29","20","117","6.93","4.33"
"2011","Stephen Burton","21.23","WR","West Texas A&M","73","221","29.15","107.79","4.5","34.5","19","117","7.04","4.31"
"2011","Jordan Cameron","22.58","TE","USC","77","254","30.12","121.58","4.53","37.5","23","119","6.82","4.03"
"2011","Jeff Van Camp","","QB","Florida Atlantic","77","218","25.85","80.11","4.83","31","","114","6.87","4.16"
"2011","Delone Carter","23.71","RB","Syracuse","69","222","32.78","104.51","4.54","37","27","120","6.92","4.07"
"2011","Shaun Chapas","22.84","RB","Georgia","74","247","31.71","87.82","4.87","35.5","23","116","7.13","4.4"
"2011","John Clay","23.17","RB","Wisconsin","72","230","31.19","84.52","4.83","29","","111","",""
"2011","Charles Clay","22.06","RB","Tulsa","75","245","30.62","101.28","4.69","33.5","18","118","7.07","4.15"
"2011","Randall Cobb","20.54","WR","Kentucky","70","191","27.4","92.58","4.46","33.5","16","115","7.08","4.34"
"2011","Ryan Colburn","","QB","Fresno State","75","233","29.12","67.81","5.12","","","","6.84","4.28"
"2011","Graig Cooper","","RB","Miami (FL)","70","205","29.41","91.57","4.6","","18","114","6.66","4.03"
"2011","Andy Dalton","23.35","QB","TCU","74","215","27.6","79.01","4.83","29.5","","106","6.93","4.27"
"2011","Mark Dell","21.77","WR","Michigan State","72","193","26.17","89.61","4.54","","14","","",""
"2011","Noel Devine","","RB","West Virginia","67","179","28.03","92.95","4.43","","24","","",""
"2011","Pat Devlin","22.9","QB","Pittsburgh","75","225","28.12","84.07","4.81","33","","116","7.08","4.32"
"2011","Tandon Doss","21.45","WR","Indiana","74","201","25.8","89.45","4.62","","14","","",""
"2011","Shaun Draughn","23.25","RB","North Carolina","71","213","29.7","85.11","4.73","34","21","118","7.15","4.2"
"2011","Nathan Enderle","23.15","QB","Idaho","76","240","29.21","69.85","5.12","25.5","","102","7.13","4.46"
"2011","Darren Evans","22.32","RB","Virginia Tech","72","227","30.78","105","4.56","35","26","111","6.96","4.46"
"2011","Mario Fannin","23.25","RB","Auburn","70","231","33.14","126.68","4.37","37.5","21","115","6.99","4.21"
"2011","Blaine Gabbert","21.39","QB","Missouri","76","234","28.48","103.62","4.61","33.5","","120","6.84","4.26"
"2011","Charlie Gantt","","TE","Michigan State","76","252","30.67","90.61","4.85","30.5","27","112","7.15","4.4"
"2011","Clyde Gates","24.73","WR","Abilene Christian","72","192","26.04","109.76","4.31","40","16","131","",""
"2011","Cameron Graham","22.08","TE","Louisville","75","244","30.49","76.65","5","31","18","105","7.19","4.51"
"2011","Virgil Green","22.59","TE","Nevada","75","249","31.12","115.07","4.54","42.5","23","130","6.9","4.4"
"2011","Alex Green","22.7","RB","Hawaii","72","225","30.51","114.76","4.45","34","20","114","6.91","4.15"
"2011","A.J. Green","22.6","WR","Georgia","76","211","25.68","109.07","4.48","34.5","18","126","6.91","4.21"
"2011","Tori Gurley","23.29","WR","South Carolina","76","216","26.29","106.8","4.53","33.5","15","118","7.05","4.25"
"2011","Jamel Hamler","22.24","WR","Fresno State","73","193","25.46","86.96","4.59","32","4","112","7.16","4.18"
"2011","Leonard Hankerson","22.83","WR","Miami (FL)","73","209","27.57","111.52","4.4","36","14","117","6.94","4.21"
"2011","Daniel Hardy","23.5","TE","Idaho","76","249","30.31","94.89","4.78","","18","","",""
"2011","Jamie Harper","21.48","RB","Clemson","71","233","32.49","110.66","4.53","36.5","24","120","7.16","4.39"
"2011","Dwayne Harris","23.47","WR","East Carolina","70","203","29.12","92.45","4.53","34","10","111","6.77","4.21"
"2011","Stanley Havili","23.31","RB","USC","72","227","30.78","97.95","4.64","","","","",""
"2011","Roy Helu","22.24","RB","Nebraska","71","219","30.54","116.86","4.4","36.5","11","119","6.67","4.01"
"2011","Andre Holmes","22.72","WR","Hillsdale","76","210","25.56","105.69","4.51","35","11","130","6.69","4.31"
"2011","Rob Housler","22.97","TE","Florida Atlantic","77","248","29.41","126.34","4.46","37","22","117","6.9","4.21"
"2011","Kendall Hunter","22.47","RB","Oklahoma State","67","199","31.16","100.59","4.46","35","24","122","6.74","4.21"
"2011","Henry Hynoski","22.18","RB","Pittsburgh","72","257","34.85","78.41","5.06","30.5","24","111","",""
"2011","Mark Ingram","21.21","RB","Alabama","69","215","31.75","94.38","4.62","31.5","21","118","7.13","4.62"
"2011","Lestar Jean","23.08","WR","Florida Atlantic","75","215","26.87","97.81","4.61","37.5","14","113","7.45","4.43"
"2011","Jerrel Jernigan","21.73","WR","Troy","69","185","27.32","88.39","4.46","37.5","11","124","7.07","4.25"
"2011","Ronald Johnson","22.59","WR","USC","71","199","27.75","97.83","4.46","","16","","",""
"2011","Jerrod Johnson","22.61","QB","Texas A&M","77","251","29.76","98.61","4.75","29","","119","7.28","4.31"
"2011","Taiwan Jones","22.61","RB","East. Washington","72","194","26.31","110.38","4.33","","13","","",""
"2011","Julio Jones","22.07","WR","Alabama","75","220","27.5","127.42","4.34","38.5","17","135","6.66","4.25"
"2011","Colin Kaepernick","23.34","QB","Nevada","77","233","27.63","110.66","4.53","32.5","","115","6.85","4.18"
"2011","Lance Kendricks","23.1","TE","Wisconsin","75","243","30.37","102.05","4.65","34.5","25","122","6.94","4.15"
"2011","Jeremy Kerley","22.32","WR","TCU","69","189","27.91","82.63","4.56","34.5","16","120","",""
"2011","Mikel Leshoure","20.93","RB","Illinois","72","227","30.78","105","4.56","38","21","122","6.82","4.4"
"2011","Dion Lewis","20.44","RB","Pittsburgh","67","193","30.22","89.27","4.56","34.5","17","112","6.9","4.18"
"2011","Greg Little","21.77","WR","North Carolina","74","231","29.66","113.2","4.51","40.5","27","129","6.8","4.21"
"2011","Derrick Locke","","RB","Kentucky","68","188","28.58","103.1","4.37","37.5","16","118","6.98","4.15"
"2011","Jake Locker","22.72","QB","Washington","74","231","29.66","111.67","4.51","35","","120","6.77","4.12"
"2011","Ricardo Lockette","24.79","WR","Fort Valley State","74","211","27.09","120.58","4.34","35.5","","127","7.15","4.19"
"2011","Jeff Maehl","21.97","WR","Oregon","73","190","25.06","87.89","4.56","33.5","","115","6.42","3.94"
"2011","Ryan Mallett","22.75","QB","Arkansas","79","253","28.5","60.85","5.37","24","","103","",""
"2011","Owen Marecic","22.42","RB","Stanford","72","248","33.63","88.18","4.87","28.5","22","102","7.1","4.56"
"2011","Greg McElroy","22.82","QB","Alabama","74","220","28.24","80.18","4.84","33","","107","7.11","4.45"
"2011","Denarius Moore","22.24","WR","Tennessee","72","194","26.31","99.36","4.43","36","13","118","6.78","4.15"
"2011","Joseph Morgan","","WR","Michigan State","72","189","25.63","101.3","4.38","35.5","10","123","6.91","4.25"
"2011","O.J. Murdock","24.05","WR","Fort Hays State","70","197","28.26","92.13","4.5","34.5","15","116","","4.37"
"2011","DeMarco Murray","23.06","RB","Oklahoma","72","213","28.88","116.81","4.37","34.5","21","124","7.28","4.18"
"2011","Jamar Newsome","23.33","WR","Central Florida","72","200","27.12","99.71","4.46","38.5","13","129","6.83","4.22"
"2011","Cam Newton","21.82","QB","Auburn","77","248","29.41","114.72","4.56","35","","126","6.92","4.18"
"2011","Schuylar Oordt","23.78","TE","New Mexico","78","261","30.16","115.97","4.63","36","18","119","6.83","4.25"
"2011","Niles Paul","21.57","WR","Nebraska","73","224","29.55","114.25","4.45","34.5","24","117","6.9","4.14"
"2011","Austin Pettis","22.83","WR","Boise State","75","209","26.12","99.32","4.56","33.5","14","120","6.68","3.88"
"2011","Zack Pianalto","21.78","TE","North Carolina","75","256","31.99","96.28","4.78","32","22","108","6.85","4.41"
"2011","Kealoha Pilares","23.04","WR","Hawaii","70","199","28.55","99.99","4.42","","19","","",""
"2011","Christian Ponder","23.03","QB","Florida State","74","229","29.4","99.66","4.63","34","","116","6.85","4.09"
"2011","Josh Portis","23.65","QB","California (PA)","75","211","26.37","95.07","4.59","40","","126","6.84","4.12"
"2011","Bilal Powell","22.36","RB","Louisville","70","207","29.7","100.07","4.51","","18","","",""
"2011","Allen Reisner","22.43","RB","Iowa","74","248","31.84","86.04","4.9","28","14","108","7.31","4.59"
"2011","Stevan Ridley","22.1","RB","LSU","71","225","31.38","96.25","4.65","36","18","118","6.78","4.21"
"2011","Aldrick Robinson","22.45","WR","SMU","70","184","26.4","98.55","4.35","40","17","126","6.65","4.09"
"2011","Jacquizz Rodgers","21.08","RB","Oregon State","66","196","31.63","88.32","4.59","33","","113","7.31","4.26"
"2011","Evan Royster","23.28","RB","Penn State","72","212","28.75","90.69","4.65","34","20","113","7.07","4.18"
"2011","Kyle Rudolph","21.32","TE","Notre Dame","78","259","29.93","97.17","4.83","","","","",""
"2011","Brandon Saine","22.22","RB","Ohio State","71","220","30.68","117.39","4.4","34.5","22","113","6.98","4.25"
"2011","Greg Salas","22.53","WR","Hawaii","73","210","27.7","99.74","4.53","37","15","120","6.65","4.1"
"2011","DeMarco Sampson","25.21","WR","San Diego State","74","204","26.19","109.35","4.41","","14","","",""
"2011","Jock Sanders","","WR","West Virginia","66","181","29.21","79.81","4.5","34.5","19","121","6.78","4.13"
"2011","Dane Sanzenbacher","22.39","WR","Ohio State","71","182","25.38","81.88","4.56","33.5","","118","6.46","3.97"
"2011","Weslye Saunders","22.13","TE","South Carolina","77","270","32.01","92.13","4.93","33.5","19","116","",""
"2011","Da'Rel Scott","22.84","RB","Maryland","71","211","29.43","112.59","4.4","34","19","117","7.15","4.2"
"2011","Anthony Sherman","22.23","RB","Connecticut","70","242","34.72","95.88","4.74","32.5","32","111","7.23","4.41"
"2011","Cecil Shorts","23.21","WR","Mount Union","72","205","27.8","98.62","4.5","34.5","21","114","6.5","4.07"
"2011","Keith Smith","18.91","WR","San Jose State","74","214","27.47","92.8","4.65","","","","",""
"2011","Lee Smith","23.29","TE","Marshall","78","266","30.74","91.2","4.94","29","25","108","7.13","4.28"
"2011","Torrey Smith","22.11","WR","Maryland","73","204","26.91","107.87","4.41","41","19","126","6.72","4.13"
"2011","Owen Spencer","23.34","WR","North Carolina State","74","195","25.03","95.56","4.51","37.5","6","125","6.86","4.18"
"2011","Ricky Stanzi","23.51","QB","Iowa","76","223","27.14","79.29","4.87","32.5","","110","6.95","4.43"
"2011","Luke Stocker","22.64","TE","Tennessee","77","258","30.59","108.41","4.68","33","27","115","7.03","4.4"
"2011","Vai Taua","22.4","RB","Nevada","69","213","31.45","91.12","4.65","34.5","20","112","6.89","4.18"
"2011","Tyrod Taylor","21.59","QB","Virginia Tech","73","217","28.63","108.71","4.47","37.5","","126","6.78","4.09"
"2011","Daniel Thomas","23.35","RB","Kansas State","72","230","31.19","100.97","4.62","","21","","",""
"2011","Julius Thomas","22.69","TE","Portland State","77","246","29.17","106.98","4.64","35.5","16","111","6.96","4.31"
"2011","Jordan Todman","21.03","RB","Connecticut","69","203","29.97","108.32","4.4","38","25","126","7.24","4.18"
"2011","Terrence Toliver","22.83","WR","LSU","75","212","26.5","104.36","4.52","32","","122","6.48","4.03"
"2011","Scott Tolzien","23.5","QB","Wisconsin","74","212","27.22","72.36","4.92","29.5","","116","6.84","4.12"
"2011","Terrance Turner","","WR","Indiana","74","220","28.24","105.92","4.53","41","16","128","6.77","4.15"
"2011","Shane Vereen","21.84","RB","California","70","210","30.13","103.34","4.49","34","31","115","6.95","4.28"
"2011","Ryan Whalen","21.61","WR","Stanford","73","202","26.65","95.94","4.53","38.5","18","123","6.67","4.09"
"2011","Johnny White","23.09","RB","North Carolina","70","209","29.99","101.94","4.5","32.5","","117","7.07","4.31"
"2011","D.J. Williams","22.48","TE","Arkansas","74","245","31.45","106.93","4.59","33.5","20","111","7.29","4.51"
"2011","Marshall Williams","","WR","Wake Forest","73","188","24.8","86.96","4.56","35.5","9","123","6.61","4.09"
"2011","Ryan Williams","20.91","RB","Virginia Tech","69","212","31.3","95.52","4.59","40","19","123","6.96","4.18"
"2011","T.J. Yates","23.78","QB","North Carolina","75","219","27.37","66.81","5.06","29.5","","104","6.96","4.12"
"2011","Jimmy Young","","WR","TCU","72","204","27.66","98.13","4.5","37","19","115","7.08","4.18"
"2011","Titus Young","21.54","WR","Boise State","71","174","24.27","87.88","4.43","","","123","",""
"2012","Joe Adams","22.29","WR","Arkansas","71","179","24.96","84.16","4.51","36","","123","7.09",""
"2012","Dwayne Allen","22.03","TE","Clemson","75","255","31.87","90.48","4.85","32","27","110","7.12","4.37"
"2012","Edwin Baker","20.76","RB","Michigan State","68","204","31.01","104.99","4.44","35","20","111","7.27","4.31"
"2012","Mike Ball","","RB","Nevada","68","206","31.32","96.98","4.54","36","21","112","7.1","4.23"
"2012","Vick Ballard","21.64","RB","Mississippi State","70","219","31.42","98.68","4.59","33","23","115","7.03","4.19"
"2012","Tim Benford","22.5","WR","Tennessee Tech","71","205","28.59","96.39","4.51","","15","","",""
"2012","Travis Benjamin","22.19","WR","Miami (FL)","70","172","24.68","95.59","4.31","38","14","119","",""
"2012","Justin Blackmon","22.16","WR","Oklahoma State","73","207","27.31","104.63","4.46","","14","","",""
"2012","Brandon Bolden","22.11","RB","Mississippi","71","222","30.96","103.59","4.55","38","21","119","6.96","4.44"
"2012","Jarrett Boykin","22.34","WR","Virginia Tech","74","217","27.86","96.57","4.62","36","11","123","7.12","4.28"
"2012","LaVon Brazill","22.98","WR","Ohio","71","192","26.78","96.97","4.43","32.5","11","","",""
"2012","Ryan Broyles","23.91","WR","Oklahoma","70","192","27.55","84.42","4.57","","21","","",""
"2012","Orson Charles","21.11","TE","Georgia","74","251","32.22","97.14","4.73","","35","","",""
"2012","Greg Childs","21.99","WR","Arkansas","75","219","27.37","107.81","4.52","36.5","19","125","",""
"2012","Danny Coale","23.69","WR","Virginia Tech","72","201","27.26","103.88","4.42","35","12","115","6.69","4.15"
"2012","B.J. Coleman","23.47","QB","Tenn-Chattanooga","75","233","29.12","78.25","4.94","","","109","7.07","4.38"
"2012","Josh Cooper","23.16","WR","Oklahoma State","71","190","26.5","79.05","4.65","","11","","",""
"2012","Aaron Corp","","QB","Richmond","75","215","26.87","95.21","4.61","31.5","","106","7.03","4.3"
"2012","Kirk Cousins","23.55","QB","Michigan State","75","214","26.75","77.99","4.84","28.5","","109","7.05","4.5"
"2012","Lennon Creer","","RB","Louisiana Tech","71","219","30.54","92.09","4.67","33.5","21","110","7.26","4.4"
"2012","Juron Criner","22.23","WR","Arizona","74","224","28.76","96.3","4.66","38","17","117","7.15","4.3"
"2012","B.J. Cunningham","22.77","WR","Michigan State","73","211","27.84","101.1","4.52","31.5","12","116","7.1",""
"2012","Austin Davis","22.76","QB","Southern Miss","74","219","28.11","90.53","4.69","31","","109","6.73","4.11"
"2012","Drake Dunsmore","23.34","RB","Northwestern","74","241","30.94","104.89","4.63","35.5","21","117","6.73","4.03"
"2012","Patrick Edwards","23.36","WR","Houston","69","172","25.4","74.55","4.57","","","","",""
"2012","Michael Egnew","22.35","TE","Missouri","77","252","29.88","121.7","4.52","36","21","131","7.03","4.32"
"2012","Rhett Ellison","23.42","TE","USC","77","251","29.76","96.91","4.78","31.5","","109","",""
"2012","Bradie Ewing","22.19","RB","Wisconsin","72","239","32.41","95.5","4.73","36.5","14","120","7.14","4.16"
"2012","Coby Fleener","23.46","TE","Stanford","78","247","28.54","121.91","4.51","","27","","",""
"2012","Michael Floyd","22.27","WR","Notre Dame","75","220","27.5","120.61","4.4","36.5","16","122","",""
"2012","Nick Foles","23.13","QB","Arizona","77","243","28.81","69.63","5.14","30.5","","112","",""
"2012","Jeff Fuller","21.88","WR","Texas A&M","76","223","27.14","110.26","4.53","","17","","",""
"2012","Terrance Ganaway","23.41","RB","Baylor","71","239","33.33","105.83","4.61","37.5","","119","7.15","4.25"
"2012","Chris Givens","22.25","WR","Wake Forest","71","198","27.61","107.57","4.35","33.5","19","118","6.97","4.23"
"2012","T.J. Graham","22.67","WR","North Carolina State","71","188","26.22","103.08","4.34","33.5","8","120","6.77","4.18"
"2012","Jonas Gray","21.69","RB","Notre Dame","70","223","31.99","101.36","4.58","","20","","",""
"2012","Cyrus Gray","22.3","RB","Texas A&M","70","206","29.55","109.92","4.4","32.5","21","114","7.17",""
"2012","Ladarius Green","21.77","TE","Louisiana-Lafayette","78","238","27.5","123.93","4.45","34.5","16","124","7.12","4.47"
"2012","Robert Griffin","22.06","QB","Baylor","74","223","28.63","126.88","4.33","39","","120","",""
"2012","Jewel Hampton","22.2","RB","Southern Illinois","69","218","32.19","100.84","4.56","","26","","",""
"2012","Darius Hanks","23.03","WR","Alabama","72","184","24.95","86.96","4.52","34","11","117","",""
"2012","James Hanna","22.65","TE","Oklahoma","76","252","30.67","130.18","4.43","36","24","122","6.76","4.11"
"2012","Cory Harkey","21.72","TE","UCLA","76","260","31.64","78.91","5.06","26.5","13","109","7.4","4.69"
"2012","Chandler Harnish","23.61","QB","Northern Illinois","74","219","28.11","91.3","4.68","32.5","","112","6.78","4.15"
"2012","Jacory Harris","","QB","Miami (FL)","75","203","25.37","86.84","4.65","37","","113","7.1","4.4"
"2012","Junior Hemingway","23.19","WR","Michigan","73","225","29.68","111.71","4.48","35.5","21","124","6.59","3.98"
"2012","Dan Herron","22.96","RB","Ohio State","70","213","30.56","97.67","4.57","35","22","117","6.97","4.04"
"2012","Stephen Hill","20.87","WR","Georgia Tech","76","215","26.17","123.88","4.36","39.5","14","133","6.88","4.48"
"2012","Ronnie Hillman","20.48","RB","San Diego State","69","200","29.53","104.8","4.42","37","17","","",""
"2012","T.Y. Hilton","22.31","WR","Florida International","69","183","27.02","97.51","4.34","","","","",""
"2012","Emil Igwenagu","22.95","RB","Massachusetts","73","249","32.85","102.06","4.7","34.5","19","121","7.32","4.4"
"2012","Jerrell Jackson","22.08","WR","Missouri","72","196","26.58","94.29","4.5","41","22","127","6.82","4.11"
"2012","LaMichael James","22.37","RB","Oregon","68","194","29.49","108.36","4.35","35","15","123","6.88","4.12"
"2012","Jordan Jefferson","","QB","LSU","76","223","27.14","101.36","4.58","36.5","14","116","6.81","4.06"
"2012","Alshon Jeffery","22.06","WR","South Carolina","75","216","27","110.18","4.48","","","","",""
"2012","A.J. Jenkins","22.43","WR","Illinois","72","190","25.77","102.77","4.37","38.5","12","124","",""
"2012","Marvin Jones","21.99","WR","California","74","199","25.55","101.97","4.46","33","22","112","6.81","4.11"
"2012","Dwight Jones","23.18","WR","North Carolina","75","230","28.74","114.23","4.51","33","14","109","",""
"2012","Jermaine Kearse","22.08","WR","Washington","73","209","27.57","101.94","4.5","34","14","119","7.03","4.12"
"2012","Case Keenum","24.05","QB","Houston","73","208","27.44","83.82","4.72","32.5","","103","",""
"2012","Ryan Lindley","22.76","QB","San Diego State","76","229","27.87","82.1","4.86","29.5","","108","7.52","4.45"
"2012","Andrew Luck","22.48","QB","Stanford","76","234","28.48","105.44","4.59","36","","124","6.8","4.28"
"2012","Keshawn Martin","21.98","WR","Michigan State","71","188","26.22","95.82","4.42","39.5","13","122","6.85","4.13"
"2012","Doug Martin","23.15","RB","Boise State","69","223","32.93","112.72","4.46","36","28","120","6.79","4.16"
"2012","Rishard Matthews","22.4","WR","Nevada","72","217","29.43","100.76","4.54","36","20","","6.88","4.19"
"2012","Marquis Maze","","WR","Alabama","68","186","28.28","83.76","4.51","33.5","","112","",""
"2012","Eric Page","20.45","WR","Toledo","69","186","27.46","85.75","4.5","30","15","112","6.95","3.98"
"2012","Marvin McNutt","22.67","WR","Iowa","75","216","27","110.18","4.48","37","","122","7.15","4.07"
"2012","Davin Meggett","21.96","RB","Maryland","68","211","32.08","102.91","4.5","35","23","118","7.14","4.32"
"2012","Lamar Miller","20.87","RB","Miami (FL)","71","212","29.56","119.51","4.34","33","","","",""
"2012","Kellen Moore","22.65","QB","Boise State","72","197","26.72","73","4.82","27","","99","7.41","4.56"
"2012","Kashif Moore","23.29","WR","Connecticut","69","180","26.58","94.16","4.36","43.5","19","126","6.82","4.05"
"2012","Alfred Morris","23.23","RB","Florida Atlantic","70","219","31.42","95.31","4.63","35.5","16","117","7.01","4.19"
"2012","Derek Moye","23.57","WR","Penn State","76","209","25.44","109.98","4.46","33.5","10","115","","4.23"
"2012","Brock Osweiler","21.29","QB","Arizona State","79","242","27.26","88.93","4.83","","","","",""
"2012","Chris Owusu","22.16","WR","Stanford","72","196","26.58","106.99","4.36","40.5","19","129","6.85","4.11"
"2012","David Paulson","23.04","TE","Oregon","75","246","30.74","91.75","4.79","32","21","110","7.18","4.4"
"2012","Isaiah Pead","22.23","RB","Cincinnati","70","197","28.26","106.08","4.39","33","","116","6.95","4.32"
"2012","DeAngelo Peterson","23.15","TE","LSU","75","243","30.37","98.61","4.69","36","18","121","7.19",""
