Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Fantasy Points,FPOE,PPR Rank
Jordan Howard,MIA,RB,2016,1,46,47,29,75,315,8,10.7%,17.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,4,1,20.0%,0,0,0.0%,2,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,6.4,-0.6,44
Jordan Reed,SF,TE,2013,1,27,27,34,61,134,28,45.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,8,29.6%,3,88%,18,2.8,50,6.3,3.4,2,28.6%,1.85,27,20.1%,0.59,1.85,27,24.0,9.9,6
Jordan Wilkins,IND,RB,2020,1,25,25,39,73,219,17,23.3%,23.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,40,0,0.0%,2,0,22.2%,0,0,0,0,0.0%,0,-,2,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,4.0,0.1,58
Josh Adams,NYJ,RB,2018,1,32,32,31,65,140,5,7.7%,3.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,0,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,-0.3,81
Josh Allen,BUF,QB,2018,1,35,35,22,61,380,61,100.0%,-,24,35,417,4,0,68.6%,11.4%,11.9,14.2,380,153,10.9,147.0,6.99,4,18,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,34.5,18.1,3
Josh Jacobs,LV,RB,2019,1,34,38,38,80,265,53,66.3%,78.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,27,88,0,0.0%,6,0,20.0%,1,0,3,3,8.8%,0,100%,10,1.7,17,5.7,-3.3,0,0.0%,0.45,-10,-3.8%,0.11,-1.70,27,13.5,-7.1,24
Josh Reynolds,LAR,WR,2017,1,26,27,35,69,221,42,60.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,7.7%,0,100%,14,2.4,33,16.5,10.5,0,0.0%,1.22,21,9.5%,0.18,1.57,12,5.3,2.0,84
Joshua Kelley,LAC,RB,2020,1,31,33,47,83,283,43,51.8%,55.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,23,64,0,0.0%,1,0,4.0%,1,0,2,3,9.7%,0,67%,11,4.5,49,16.3,-2.3,0,0.0%,1.48,-7,-2.5%,0.13,-7.00,52,13.3,-5.6,25
Josiah Deguara,GB,TE,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Juju Smith-Schuster,PIT,WR,2017,1,41,41,24,65,233,59,90.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,8,19.5%,1,88%,41,1.2,48,6.0,3.4,0,0.0%,1.17,27,11.6%,0.37,1.78,37,11.8,0.5,39
Julian Edelman,NE,WR,2009,1,43,44,23,72,351,52,72.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,11,25.6%,2,73%,39,4.6,179,16.3,15.6,0,0.0%,4.07,172,49.0%,0.73,1.04,25,25.9,7.5,3
Julio Jones,ATL,WR,2011,1,36,37,33,75,377,59,78.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,4,11.1%,0,50%,31,0.8,24,6.0,18.8,0,0.0%,0.65,75,19.9%,0.31,0.32,10,4.4,-2.8,91
Justin Herbert,LAC,QB,2020,1,31,33,47,83,283,83,100.0%,-,22,33,311,1,1,66.7%,3.0%,9.4,8.7,283,126,8.6,94.4,3.01,4,18,1,25.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,22.2,7.5,13
Justin Jackson,LAC,RB,2018,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Justin Jefferson,MIN,WR,2020,1,23,26,22,54,319,29,53.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,13.0%,1,100%,19,2.3,44,14.7,14.3,0,0.0%,1.69,43,13.5%,0.29,1.02,1,7.4,1.3,64
Justin Watson,TB,WR,2018,1,35,35,34,61,244,54,88.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,8.6%,0,67%,31,1.5,48,16.0,16.3,0,0.0%,1.37,49,20.1%,0.27,0.98,5,6.8,2.3,66
Kalen Ballage,NYJ,RB,2018,1,32,32,31,65,140,8,12.3%,9.7%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,5,0,0.0%,0,0,0.0%,0,0,2,2,6.3%,0,100%,6,2.0,12,6.0,-1.0,0,0.0%,0.38,-2,-1.4%,0.08,-6.00,14,3.7,0.4,61
Kareem Hunt,CLE,RB,2017,1,21,23,35,58,210,20,34.5%,34.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,86,1,10.0%,5,1,41.7%,1,0,2,2,9.5%,1,100%,8,1.9,15,7.5,7.0,1,50.0%,0.65,14,6.7%,0.19,1.07,1,24.1,12.4,6
Keelan Cole,JAC,WR,2017,1,44,45,31,75,393,51,68.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,7,15.9%,1,86%,33,1.8,58,8.3,5.0,1,16.7%,1.29,35,8.9%,0.30,1.66,17,17.8,5.7,16
Keenan Allen,LAC,WR,2013,1,31,33,47,83,283,81,97.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,10,32.3%,1,70%,30,3.1,93,9.3,10.6,0,0.0%,2.82,106,37.5%,0.75,0.88,51,16.3,1.4,21
Kendrick Bourne,SF,WR,2017,1,27,27,34,61,134,45,73.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,18.5%,0,80%,25,2.7,67,13.4,15.0,0,0.0%,2.48,75,56.0%,0.67,0.89,27,10.7,3.5,43
Kenny Golladay,DET,WR,2017,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Kenny Stills,HOU,WR,2013,1,34,36,16,59,283,28,47.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,8.8%,0,67%,18,0.9,16,5.3,7.3,0,0.0%,0.44,22,7.8%,0.19,0.73,0,3.6,-0.8,95
Kenyan Drake,ARI,RB,2016,1,33,38,30,77,351,50,64.9%,73.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,20,86,0,0.0%,2,1,9.1%,0,0,2,2,6.1%,0,100%,19,0.5,9,4.5,-5.0,0,0.0%,0.24,-10,-2.8%,0.07,-0.90,19,11.5,-2.8,31
Kerryon Johnson,DET,RB,2018,1,30,33,27,59,219,19,32.2%,33.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,32,1,12.5%,3,0,37.5%,1,0,0,1,3.3%,0,0%,8,0.0,0,0.0,5.0,0,-,0.00,5,2.3%,0.07,0.00,0,9.2,0.5,34
Kirk Cousins,MIN,QB,2012,1,23,26,22,54,319,54,100.0%,-,11,26,113,0,3,42.3%,0.0%,4.3,-0.8,319,154,12.3,15.9,-13.90,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,-1.5,-12.0,35
KJ Hamler,DEN,WR,2020,1,38,38,27,77,515,48,62.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,9,0,0.0%,-,-,-,-,0,3,7,18.4%,1,43%,27,1.8,48,6.9,16.6,0,0.0%,1.26,116,22.5%,0.43,0.41,3,8.7,-2.6,51
Kyle Juszczyk,SF,RB,2013,1,27,27,34,61,134,29,47.5%,5.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,2,2,7.4%,1,100%,8,0.8,6,3.0,-4.5,0,0.0%,0.22,-9,-6.7%,0.06,-0.67,15,2.6,-0.7,63
Kyle Rudolph,MIN,TE,2011,1,23,26,22,54,319,38,70.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,1,4.3%,0,0%,16,0.0,0,0.0,25.0,0,-,0.00,25,7.8%,0.12,0.00,0,0.0,-0.7,43
Kyler Murray,ARI,QB,2019,1,33,38,30,77,351,77,100.0%,-,26,38,286,1,1,68.4%,2.6%,7.5,6.9,351,167,9.2,88.3,9.85,8,67,2,25.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,32.1,11.9,5
Lamar Jackson,BAL,QB,2018,1,23,24,26,65,190,65,100.0%,-,18,24,204,1,0,75.0%,4.2%,8.5,9.3,190,155,7.9,113.9,11.15,16,54,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,17.6,-0.1,17
Larry Fitzgerald,ARI,WR,2004,1,33,38,30,77,351,61,79.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,7,21.2%,1,100%,33,1.5,50,7.1,3.6,0,0.0%,1.32,25,7.1%,0.37,2.00,25,12.0,0.1,38
Latavius Murray,NO,RB,2013,1,37,38,35,60,196,16,26.7%,14.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,14,0,0.0%,0,0,0.0%,0,0,2,2,5.4%,0,100%,7,2.7,19,9.5,3.5,0,0.0%,0.50,7,3.6%,0.11,2.71,12,5.3,1.0,51
Laviska Shenault,JAC,WR,2020,1,44,45,31,75,393,43,57.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,37,0,0.0%,-,-,-,-,0,3,4,9.1%,0,75%,23,1.5,35,8.8,11.0,0,0.0%,0.78,44,11.2%,0.21,0.80,3,10.2,0.1,44
Le'Veon Bell,NYJ,RB,2013,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Leonard Fournette,TB,RB,2017,1,35,35,34,61,244,26,42.6%,50.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,103,2,16.7%,2,2,12.5%,1,0,4,5,14.3%,2,80%,11,1.2,13,2.6,-1.0,0,0.0%,0.37,-5,-2.0%,0.20,-2.60,18,27.6,12.4,3
LeSean McCoy,TB,RB,2009,1,35,35,34,61,244,11,18.0%,23.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-5,0,0.0%,2,0,33.3%,0,0,5,7,20.0%,2,71%,9,2.9,26,3.7,2.9,0,0.0%,0.74,20,8.2%,0.36,1.30,26,7.1,-1.8,42
Logan Thomas,WAS,TE,2014,1,33,33,24,66,283,60,90.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,9,27.3%,2,44%,33,0.8,26,2.9,6.9,0,0.0%,0.79,62,21.9%,0.56,0.42,13,6.6,-7.8,26
Lynn Bowden,MIA,WR,2020,1,46,47,29,75,315,4,5.3%,3.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.2%,0,100%,3,-0.3,-1,-1.0,-1.0,0,0.0%,-0.02,-1,-0.3%,0.03,1.00,0,0.9,-0.3,113
Malcolm Brown,LAR,RB,2015,1,26,27,35,69,221,37,53.6%,31.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,47,0,0.0%,2,1,18.2%,0,0,0,0,0.0%,0,-,11,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,4.7,-2.2,53
Mark Andrews,BAL,TE,2018,1,23,24,26,65,190,38,58.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,13.0%,1,33%,15,1.9,29,9.7,12.7,0,0.0%,1.21,38,20.0%,0.34,0.76,18,3.9,-1.6,30
Mark Ingram,BAL,RB,2011,1,23,24,26,65,190,27,41.5%,46.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,55,1,11.1%,3,1,27.3%,0,0,2,3,13.0%,2,67%,9,2.4,22,7.3,5.7,0,0.0%,0.92,17,8.9%,0.26,1.29,22,15.7,5.1,18
Marlon Mack,IND,RB,2017,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Marquez Valdes-Scantling,GB,WR,2018,1,30,30,41,73,277,46,63.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,7,23.3%,3,43%,21,0.0,0,0.0,12.1,0,0.0%,0.00,85,30.7%,0.56,0.00,21,3.0,-3.0,102
Marquise Brown,BAL,WR,2019,1,23,24,26,65,190,44,67.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,26.1%,0,83%,22,1.9,42,7.0,7.3,0,0.0%,1.75,44,23.2%,0.55,0.95,19,9.2,-0.4,49
Marvin Hall,DET,WR,2017,1,30,33,27,59,219,17,28.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,6.7%,1,50%,9,2.7,24,12.0,13.5,1,100.0%,0.73,27,12.3%,0.19,0.89,0,9.4,5.4,48
Marvin Jones,DET,WR,2012,1,30,33,27,59,219,53,89.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,20.0%,2,67%,33,0.7,23,3.8,1.7,0,0.0%,0.70,10,4.6%,0.33,2.30,5,6.3,1.2,71
Matt Breida,MIA,RB,2017,1,46,47,29,75,315,16,21.3%,31.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,37,0,0.0%,2,0,25.0%,0,0,1,2,4.3%,0,50%,6,0.3,2,1.0,-1.0,0,0.0%,0.04,-2,-0.6%,0.06,-1.00,3,4.9,-1.0,52
Matt Ryan,ATL,QB,2008,1,36,37,33,75,377,75,100.0%,-,24,36,273,4,0,66.7%,11.1%,7.6,9.8,339,168,9.4,126.3,5.37,4,16,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,28.5,9.6,6
Matthew Stafford,DET,QB,2009,1,30,33,27,59,219,59,100.0%,-,20,33,244,2,1,60.6%,6.1%,7.4,7.2,219,156,6.6,91.0,-2.47,1,4,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,16.2,4.2,19
Maxx Williams,ARI,TE,2015,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Mecole Hardman,KC,WR,2019,1,45,47,24,77,245,50,64.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0.0%,-,-,-,-,0,2,3,6.7%,0,67%,29,1.0,30,10.0,10.7,0,0.0%,0.64,32,13.1%,0.19,0.94,9,7.3,1.1,65
Melvin Gordon,DEN,RB,2015,1,38,38,27,77,515,61,79.2%,81.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,19,70,0,0.0%,2,2,9.5%,0,0,2,3,7.9%,2,67%,31,0.5,14,4.7,5.3,1,50.0%,0.37,16,3.1%,0.14,0.88,3,16.4,3.4,17
Michael Gallup,DAL,WR,2018,1,46,49,34,82,368,75,91.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,5,10.9%,0,40%,45,1.3,58,11.6,20.6,0,0.0%,1.18,103,28.0%,0.36,0.56,2,7.8,-0.6,59
Michael Pittman,IND,WR,2020,1,25,25,39,73,219,67,91.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,24.0%,2,67%,25,1.5,37,6.2,7.7,0,0.0%,1.48,46,21.0%,0.51,0.80,12,7.7,-2.9,60
Michael Thomas,NO,WR,2016,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Mike Davis,CAR,RB,2015,1,40,42,37,73,309,24,32.9%,24.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,6,0,66.7%,0,0,8,8,20.0%,1,100%,16,4.6,74,9.3,0.3,0,0.0%,1.76,2,0.6%,0.30,37.00,72,15.5,3.0,20
Mike Evans,TB,WR,2014,1,35,35,34,61,244,53,86.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,10,28.6%,0,70%,31,3.4,104,10.4,8.6,1,14.3%,2.97,86,35.2%,0.68,1.21,39,23.4,8.7,5
Mike Gesicki,MIA,TE,2018,1,46,47,29,75,315,41,54.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,11,23.9%,3,73%,32,4.1,130,11.8,10.9,1,12.5%,2.77,120,38.1%,0.63,1.08,29,27.0,5.0,3
Mike Thomas,CIN,WR,2016,1,59,61,28,92,486,32,34.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,6.8%,1,100%,22,1.4,31,7.8,6.3,1,25.0%,0.51,25,5.1%,0.14,1.24,6,13.1,2.9,32
Mike Williams,LAC,WR,2017,1,31,33,47,83,283,74,89.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,4,12.9%,0,50%,0,-,14,3.5,16.0,0,0.0%,0.42,64,22.6%,0.35,0.22,4,3.4,-3.0,98
Miles Boykin,BAL,WR,2019,1,23,24,26,65,190,48,73.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,21.7%,0,80%,19,2.0,38,7.6,5.8,0,0.0%,1.58,29,15.3%,0.43,1.31,9,7.8,0.1,58
Miles Sanders,PHI,RB,2019,1,41,43,33,71,281,55,77.5%,81.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,20,95,1,5.0%,3,0,13.0%,1,1,3,7,17.1%,0,43%,28,1.3,36,5.1,3.6,0,0.0%,0.84,25,8.9%,0.32,1.44,29,20.1,-2.1,10
Mitchell Trubisky,CHI,QB,2017,1,28,28,32,65,241,65,100.0%,-,18,28,190,2,2,64.3%,7.1%,6.8,5.0,241,122,8.6,78.0,0.72,4,16,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,13.2,2.9,24
Mo Alie-Cox,IND,TE,2017,1,25,25,39,73,219,49,67.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,24.0%,1,83%,16,6.9,111,18.5,12.8,0,0.0%,4.44,77,35.2%,0.61,1.44,40,16.1,6.7,9
Mycole Pruitt,TEN,TE,2015,1,24,24,32,62,191,21,33.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,46
Myles Gaskin,MIA,RB,2019,1,46,47,29,75,315,49,65.3%,48.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,46,0,0.0%,4,0,30.8%,0,0,6,7,15.2%,0,86%,28,1.3,36,5.1,0.0,0,0.0%,0.77,0,0.0%,0.23,-,42,14.2,-0.7,21
N'Keal Harry,NE,WR,2019,1,43,44,23,72,351,61,84.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,8,12,27.9%,2,67%,41,1.8,72,6.0,6.4,0,0.0%,1.64,77,21.9%,0.57,0.94,31,15.2,-4.1,24
Nelson Agholor,LV,WR,2015,1,34,38,38,80,265,15,18.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.9%,0,100%,8,2.4,19,19.0,2.0,0,0.0%,0.50,2,0.8%,0.05,9.50,17,2.9,1.4,104
Nick Chubb,CLE,RB,2018,1,21,23,35,58,210,36,62.1%,74.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,22,124,2,9.1%,10,2,43.5%,4,0,1,4,19.0%,0,25%,12,0.8,9,2.3,1.0,0,0.0%,0.39,4,1.9%,0.30,2.25,5,26.3,3.4,4
Nick Foles,CHI,QB,2012,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,0.0,0.0,-
Nick Mullens,SF,QB,2017,1,27,27,34,61,134,29,47.5%,-,8,11,71,0,1,72.7%,0.0%,6.5,2.4,48,157,4.4,51.7,-,2,-2,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,0.6,-3.5,33
Nick Vannett,DEN,TE,2016,1,38,38,27,77,515,23,29.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,2,5.3%,0,0%,8,0.0,0,0.0,12.5,0,-,0.00,25,4.9%,0.11,0.00,0,0.0,-3.5,45
Noah Brown,DAL,WR,2017,1,46,49,34,82,368,8,9.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,4.3%,0,100%,0,-,28,14.0,11.0,0,0.0%,0.57,22,6.0%,0.11,1.27,6,4.8,1.6,88
Noah Fant,DEN,TE,2019,1,38,38,27,77,515,61,79.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,13.2%,2,80%,35,1.6,57,11.4,10.0,1,25.0%,1.50,50,9.7%,0.27,1.14,17,15.7,7.1,10
Nyheim Hines,IND,RB,2018,1,25,25,39,73,219,9,12.3%,2.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,1,1,4.0%,0,100%,6,0.7,4,4.0,3.0,0,0.0%,0.16,3,1.4%,0.07,1.33,1,1.4,0.0,75
Odell Beckham,CLE,WR,2014,1,21,23,35,58,210,39,67.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,28.6%,1,67%,21,3.5,74,12.3,14.5,1,25.0%,3.22,87,41.4%,0.72,0.85,21,17.4,6.9,18
OJ Howard,TB,TE,2017,1,35,35,34,61,244,34,55.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,8.6%,1,33%,13,0.8,11,3.7,7.7,0,0.0%,0.31,23,9.4%,0.19,0.48,2,2.1,-2.7,35
Olabisi Johnson,MIN,WR,2019,1,23,26,22,54,319,42,77.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,13.0%,0,33%,23,1.0,24,8.0,12.3,0,0.0%,0.92,37,11.6%,0.28,0.65,12,3.4,-0.9,97
Parris Campbell,IND,WR,2019,1,25,25,39,73,219,2,2.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,7,0,0.0%,-,-,-,-,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.7,0.1,115
Patrick Laird,MIA,RB,2019,1,46,47,29,75,315,3,4.0%,0.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,83
Patrick Mahomes,KC,QB,2017,1,45,47,24,77,245,77,100.0%,-,27,47,302,2,0,57.4%,4.3%,6.4,7.3,245,102,5.2,90.9,-10.88,6,54,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,25.5,6.2,8
Peyton Barber,WAS,RB,2016,1,33,33,24,66,283,1,1.5%,4.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.1,-0.2,80
Philip Rivers,IND,QB,2004,1,25,25,39,73,219,73,100.0%,-,19,25,214,1,1,76.0%,4.0%,8.6,7.6,219,158,8.8,97.8,7.61,4,3,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,10.9,-2.1,28
Phillip Lindsay,DEN,RB,2018,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Preston Williams,MIA,WR,2019,1,46,47,29,75,315,61,81.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,5,10.9%,1,20%,45,0.6,26,5.2,10.6,0,0.0%,0.55,53,16.8%,0.28,0.49,1,3.6,-4.4,96
Quintez Cephus,DET,WR,2020,1,30,33,27,59,219,39,66.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,10.0%,0,100%,23,2.3,54,18.0,7.3,0,0.0%,1.64,22,10.0%,0.22,2.45,32,8.4,3.8,54
Raheem Mostert,SF,RB,2015,1,27,27,34,61,134,13,21.3%,29.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,92,1,12.5%,5,1,50.0%,0,0,2,2,7.4%,0,100%,4,3.8,15,7.5,3.0,0,0.0%,0.56,6,4.5%,0.14,2.50,9,18.7,11.6,15
Randall Cobb,HOU,WR,2011,1,34,36,16,59,283,40,67.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,17.6%,0,83%,28,2.1,59,9.8,6.0,0,0.0%,1.64,36,12.7%,0.35,1.64,27,10.9,1.9,41
