Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Weight OPP,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,YPC,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Touches,SCRIM Yards,SCRIM TDs,SCRIM YDs/Play,Fantasy Points,FPOE,PPR Rank
Jamaal Williams,GB,RB,2017,1,31,35,25,63,298,32,50.8%,20.0%,3.9,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,34,0,0.00%,8.5,0,0,0.00%,0,0,0,1,3.20%,0,0%,0,-,0,-,0.0,-2.0,0,-,0.00,-2,-0.70%,0.04,0.00,0,4,34,0,0.54,3.4,0.0,48
James Conner,PIT,RB,2017,1,23,23,34,65,173,43,66.2%,61.8%,13.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,20,101,1,5.00%,5.1,0,0,0.00%,0,0,1,1,4.30%,0,100%,0,-,1,1.0,1.0,-4.0,0,0.00%,0.04,-4,-2.30%,0.05,-0.25,5,21,102,1,1.57,17.2,4.1,6
James O'Shaughnessy,JAC,TE,2015,1,44,44,21,64,417,48,75.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,1,2.30%,0,0%,0,-,0,-,0.0,8.0,0,-,0.00,8,1.90%,0.05,0.00,0,0,0,0,0.00,0.0,-1.5,33
James Robinson,JAC,RB,2020,1,44,44,21,64,417,44,68.8%,76.2%,13.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,29,0,0.00%,2.4,0,0,0.00%,0,0,4,4,9.10%,0,100%,0,-,24,6.0,6.0,-1.3,1,25.00%,0.55,-5,-1.20%,0.13,-4.80,29,16,53,1,0.83,15.3,2.3,9
James Washington,PIT,WR,2018,1,23,23,34,65,173,43,66.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,7,30.40%,0,57%,0,-,68,17.0,9.7,13.4,1,25.00%,2.96,94,54.30%,0.84,0.72,15,4,68,1,1.05,16.8,5.1,15
James White,NE,RB,2014,1,27,27,25,57,147,31,54.4%,52.0%,16.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,8,0,0.00%,2.0,0,0,0.00%,0,0,8,9,33.30%,0,89%,0,-,65,8.1,7.2,-3.3,0,0.00%,2.41,-30,-20.40%,0.36,-2.17,84,12,73,0,1.28,15.3,0.6,10
Jamison Crowder,NYJ,WR,2015,1,39,44,29,71,396,63,88.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,7,13,33.30%,0,54%,0,-,48,6.9,3.7,7.6,0,0.00%,1.09,99,25.00%,0.68,0.48,16,7,48,0,0.68,11.8,-10.0,31
Jared Cook,NO,TE,2009,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jared Goff,LAR,QB,2016,1,37,38,22,60,443,60,100.0%,-,-,19,38,198,2,1,50.00%,5.30%,5.2,5.1,443,143,11.7,72.0,-10.20,1,10,0,0.00%,10.0,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,1,10,0,0.17,14.9,-2.7,18
Jarrett Stidham,NE,QB,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,-
Jarvis Landry,CLE,WR,2014,1,27,28,25,57,117,44,77.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,5,18.50%,0,60%,0,-,40,13.3,8.0,7.4,0,0.00%,1.43,37,31.60%,0.50,1.08,16,3,40,0,0.70,7.0,-0.3,46
Jason Huntley,PHI,RB,2020,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jason Witten,LV,TE,2003,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jaylen Samuels,PIT,RB,2018,1,23,23,34,65,173,5,7.7%,0.0%,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,0.00%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.00%,0.00,-,0,0,0,0,0.00,0.0,0.0,66
JD McKissic,WAS,RB,2016,1,40,42,34,73,257,39,53.4%,41.2%,14.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,41,0,0.00%,5.1,0,0,0.00%,0,0,6,6,15.00%,0,100%,0,-,43,7.2,7.2,0.8,0,0.00%,1.02,5,1.90%,0.24,8.60,38,14,84,0,1.15,14.4,1.3,12
Jeff Driskel,DEN,QB,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,-
Jeff Smith,NYJ,WR,2019,1,39,44,29,71,396,60,84.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,4,10.30%,-,25%,-,-,8,8.0,2.0,17.3,0,0.00%,0.18,69,17.40%,0.28,0.12,2,1,8,0,0.11,1.8,-3.9,80
Jeff Wilson,SF,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jeremy McNichols,TEN,RB,2017,1,41,41,36,75,307,29,38.7%,22.2%,7.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,51,0,0.00%,10.2,0,0,0.00%,0,0,2,3,7.30%,0,67%,0,-,11,5.5,3.7,1.7,0,0.00%,0.27,5,1.60%,0.12,2.20,10,7,62,0,0.83,8.2,0.1,30
Jerick McKinnon,SF,RB,2014,1,32,33,41,73,145,23,31.5%,22.0%,8.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,18,0,0.00%,3.0,0,0,0.00%,0,0,2,3,9.40%,0,67%,0,-,10,5.0,3.3,2.3,0,0.00%,0.30,7,4.80%,0.17,1.43,7,8,28,0,0.38,4.8,-2.5,38
Jerry Jeudy,DEN,WR,2020,1,24,24,32,64,391,47,73.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,5,20.80%,0,40%,0,-,32,16.0,6.4,14.8,0,0.00%,1.33,74,18.90%,0.44,0.43,3,2,32,0,0.50,5.2,-3.8,57
Jimmy Garoppolo,SF,QB,2014,1,32,33,41,73,145,73,100.0%,-,-,23,33,268,3,0,69.70%,9.10%,8.1,9.9,145,45,4.4,124.3,1.10,4,8,0,0.00%,2.0,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,4,8,0,0.11,23.5,8.7,8
Jimmy Graham,CHI,TE,2010,1,36,39,24,66,240,45,68.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,8,22.20%,0,63%,0,-,34,6.8,4.3,4.3,0,0.00%,0.87,34,14.20%,0.43,1.00,12,5,34,0,0.52,8.4,-4.4,14
JJ Arcega-Whiteside,PHI,WR,2019,1,39,40,19,72,381,12,16.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,1,-,-,-,-,-,-,0,0,1,2.60%,0,0%,0,-,0,-,0.0,12.0,0,-,0.00,12,3.10%,0.06,0.00,0,0,0,1,0.00,6.0,5.4,54
JJ Taylor,NE,RB,2020,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
JK Dobbins,BAL,RB,2020,1,25,27,33,73,182,30,41.1%,39.4%,11.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,28,0,0.00%,3.1,0,0,0.00%,0,0,2,4,16.00%,0,50%,0,-,1,0.5,0.3,-1.8,0,0.00%,0.04,-7,-3.80%,0.21,-0.14,12,11,29,0,0.40,4.9,-4.5,37
Joe Burrow,CIN,QB,2020,1,39,39,35,73,344,73,100.0%,-,-,25,39,313,0,1,64.10%,0.00%,8.0,6.9,344,183,8.8,78.3,-4.30,3,2,1,33.30%,0.7,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,3,2,1,0.03,16.7,-0.3,13
Joe Flacco,NYJ,QB,2008,1,39,44,29,71,396,71,100.0%,-,-,18,27,186,0,1,66.70%,0.00%,6.9,5.2,396,88,14.7,50.0,-9.90,1,0,0,0.00%,0.0,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,1,0,0,0.00,5.4,-12.5,25
Joe Mixon,CIN,RB,2017,1,39,39,35,73,344,39,53.4%,60.0%,15.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,18,54,1,5.60%,3.0,0,0,0.00%,0,0,2,3,7.70%,0,67%,0,-,15,7.5,5.0,-0.3,0,0.00%,0.38,-1,-0.30%,0.11,-15.00,18,20,69,1,0.95,14.9,-0.8,11
Joe Reed,LAC,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
John Brown,BUF,WR,2014,1,26,26,17,53,272,51,96.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,4,15.40%,0,0%,0,-,0,-,0.0,17.8,0,-,0.00,71,26.10%,0.41,0.00,0,0,0,0,0.00,0.0,-6.2,92
John Hightower,PHI,WR,2020,1,39,40,19,72,381,43,59.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,4,10.30%,0,25%,0,-,50,50.0,12.5,32.5,0,0.00%,1.25,130,34.10%,0.39,0.38,11,1,50,0,0.69,6.0,-0.7,55
John Ross,CIN,WR,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jonathan Taylor,IND,RB,2020,1,42,44,25,63,361,37,58.7%,64.0%,13.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,60,0,0.00%,5.0,0,0,0.00%,0,0,4,4,9.50%,0,100%,0,-,55,13.8,13.8,-1.0,0,0.00%,1.25,-4,-1.10%,0.14,-13.75,59,16,115,0,1.83,15.5,4.1,8
Jonnu Smith,TEN,TE,2017,1,41,41,36,75,307,29,38.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,2,4.90%,0,50%,0,-,13,13.0,6.5,6.5,0,0.00%,0.32,13,4.20%,0.10,1.00,11,1,13,0,0.17,2.3,-0.8,24
Jordan Akins,HOU,TE,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jordan Howard,MIA,RB,2016,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jordan Reed,SF,TE,2013,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jordan Wilkins,IND,RB,2020,1,42,44,25,63,361,4,6.3%,8.0%,2.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-1,0,0.00%,-1.0,0,0,0.00%,0,0,0,1,2.40%,0,0%,0,-,0,-,0.0,2.0,0,-,0.00,2,0.60%,0.04,0.00,0,1,-1,0,-0.02,-0.1,-2.0,67
Josh Adams,NYJ,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Josh Allen,BUF,QB,2018,1,26,26,17,53,272,53,100.0%,-,-,14,27,122,2,1,51.90%,7.40%,4.5,4.3,272,76,10.1,73.4,-6.50,8,42,0,0.00%,5.3,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,8,42,0,0.79,15.1,0.2,17
Josh Jacobs,LV,RB,2019,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Josh Reynolds,LAR,WR,2017,1,37,38,22,60,443,50,83.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,5,13.50%,0,40%,0,-,49,24.5,9.8,17.2,1,50.00%,1.29,86,19.40%,0.34,0.57,0,2,49,1,0.82,12.9,1.8,26
Joshua Kelley,LAC,RB,2020,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Josiah Deguara,GB,TE,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Juju Smith-Schuster,PIT,WR,2017,1,23,23,34,65,173,42,64.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,4,17.40%,0,50%,0,-,6,3.0,1.5,3.3,0,0.00%,0.26,13,7.50%,0.31,0.46,3,2,6,0,0.09,2.6,-3.3,71
Julian Edelman,NE,WR,2009,1,27,27,25,57,147,43,75.4%,-,-,2,2,38,0,0,100.00%,0.00%,19.0,19.0,-2,-2,-1.0,118.8,-,0,0,0,-,-,-,-,-,-,0,2,6,22.20%,0,33%,0,-,8,4.0,1.3,5.8,0,0.00%,0.30,35,23.80%,0.50,0.23,3,2,8,0,0.14,4.3,-6.0,61
Julio Jones,ATL,WR,2011,1,37,40,40,80,270,64,80.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,8,10,27.00%,0,80%,0,-,137,17.1,13.7,7.9,2,25.00%,3.43,79,29.30%,0.61,1.73,67,8,137,2,1.71,33.7,16.2,2
Justin Herbert,LAC,QB,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,-
Justin Jackson,LAC,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Justin Jefferson,MIN,WR,2020,1,35,36,18,56,326,50,89.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,9,11,31.40%,0,82%,0,-,166,18.4,15.1,12.5,2,22.20%,4.61,137,42.00%,0.77,1.21,58,9,166,2,2.96,37.6,21.3,1
Justin Watson,TB,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Kalen Ballage,NYJ,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Kareem Hunt,CLE,RB,2017,1,27,28,25,57,117,30,52.6%,64.0%,12.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,13,40,0,0.00%,3.1,0,0,0.00%,0,0,2,3,11.10%,0,67%,0,-,17,8.5,5.7,0.7,0,0.00%,0.61,2,1.70%,0.18,8.50,17,15,57,0,1.00,7.7,-2.1,31
Ke'Shawn Vaughn,TB,RB,2020,1,27,28,36,65,231,10,15.4%,16.7%,4.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,42,0,0.00%,8.4,0,0,0.00%,-,0,0,1,3.70%,0,0%,0,-,0,-,0.0,5.0,0,-,0.00,5,2.20%,0.07,0.00,0,5,42,0,0.65,4.2,0.1,41
Keelan Cole,JAC,WR,2017,1,44,44,21,64,417,48,75.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,9,20.50%,0,67%,0,-,143,23.8,15.9,20.4,0,0.00%,3.25,184,44.10%,0.62,0.78,28,6,143,0,2.23,20.3,5.7,8
Keenan Allen,LAC,WR,2013,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Kendrick Bourne,SF,WR,2017,1,32,33,41,73,145,41,56.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,9.40%,0,67%,0,-,44,22.0,14.7,12.7,0,0.00%,1.33,38,26.20%,0.32,1.16,11,2,44,0,0.60,6.4,1.9,51
Kenny Golladay,DET,WR,2017,1,31,31,43,77,269,57,74.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,6,19.40%,0,67%,0,-,105,26.3,17.5,20.0,0,0.00%,3.39,120,44.60%,0.60,0.88,14,4,105,0,1.36,14.5,4.6,19
Kenny Stills,HOU,WR,2013,1,37,38,27,72,327,16,22.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.00%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.00%,0.00,-,0,0,0,0,0.00,0.0,0.0,93
Kenyan Drake,ARI,RB,2016,1,22,24,29,62,240,42,67.7%,75.9%,14.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,20,164,2,10.00%,8.2,0,0,0.00%,0,0,0,2,9.10%,0,0%,0,-,0,-,0.0,0.5,0,-,0.00,1,0.40%,0.14,0.00,0,20,164,2,2.65,28.4,10.7,2
Kerryon Johnson,DET,RB,2018,1,31,31,43,77,269,17,22.1%,14.0%,5.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,9,0,0.00%,2.3,0,0,0.00%,0,0,1,2,6.50%,0,50%,0,-,11,11.0,5.5,-2.0,0,0.00%,0.35,-4,-1.50%,0.09,-2.75,15,5,20,0,0.26,3.0,-2.0,50
Kirk Cousins,MIN,QB,2012,1,35,36,18,56,326,56,100.0%,-,-,24,36,343,3,3,66.70%,8.30%,9.5,7.4,326,202,9.1,90.4,2.90,0,0,0,-,-,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,0,0,0,0.00,19.7,5.8,10
KJ Hamler,DEN,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Kyle Allen,WAS,QB,2018,1,40,42,34,73,257,73,100.0%,-,-,31,42,280,2,1,73.80%,4.80%,6.7,6.5,257,144,6.1,97.3,10.10,2,8,0,0.00%,4.0,-,-,-,-,1,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,2,8,0,0.11,16.0,-0.5,16
Kyle Juszczyk,SF,RB,2013,1,32,33,41,73,145,22,30.1%,4.9%,3.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0.00%,0,0,1,2,6.30%,0,50%,0,-,8,8.0,4.0,14.0,0,0.00%,0.24,28,19.30%,0.23,0.29,4,1,8,0,0.11,1.8,-0.8,57
Kyle Rudolph,MIN,TE,2011,1,35,36,18,56,326,38,67.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,4,11.40%,0,75%,0,-,47,15.7,11.8,7.5,0,0.00%,1.31,30,9.20%,0.24,1.57,23,3,47,0,0.84,7.7,3.3,15
Kyler Murray,ARI,QB,2019,1,22,24,29,62,240,62,100.0%,-,-,9,24,188,2,0,37.50%,8.30%,7.8,9.5,240,71,10.0,93.7,-24.50,10,74,1,10.00%,7.4,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,10,74,1,1.19,28.9,11.1,3
Lamar Jackson,BAL,QB,2018,1,25,27,33,73,182,73,100.0%,-,-,16,27,186,1,0,59.30%,3.70%,6.9,7.6,182,94,6.7,92.5,-5.00,9,108,1,11.10%,12.0,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,9,108,1,1.48,28.2,13.1,4
Larry Fitzgerald,ARI,WR,2004,1,22,24,29,62,240,38,61.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,4,18.20%,0,75%,0,-,22,7.3,5.5,6.8,0,0.00%,0.92,27,11.30%,0.35,0.81,3,3,22,0,0.35,5.2,-1.4,58
Latavius Murray,NO,RB,2013,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Laviska Shenault,JAC,WR,2020,1,44,44,21,64,417,47,73.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.00%,1.0,-,-,-,-,0,3,7,15.90%,0,43%,0,-,10,3.3,1.4,0.3,0,0.00%,0.23,2,0.50%,0.24,5.00,13,4,11,0,0.17,4.1,-6.7,65
Le'Veon Bell,KC,RB,2013,0,0,26,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,0.00,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Leonard Fournette,TB,RB,2017,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
LeSean McCoy,TB,RB,2009,1,27,28,36,65,231,19,29.2%,13.9%,3.9,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,1,0,0.00%,0.3,0,0,0.00%,0,0,1,1,3.70%,0,100%,0,-,6,6.0,6.0,1.0,0,0.00%,0.21,1,0.40%,0.06,6.00,5,5,7,0,0.11,1.7,-2.1,59
Logan Thomas,WAS,TE,2014,1,40,42,34,73,257,63,86.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,4,10.00%,0,75%,0,-,42,14.0,10.5,10.0,1,33.30%,1.00,40,15.60%,0.26,1.05,13,3,42,1,0.58,13.2,4.9,7
Lynn Bowden,MIA,WR,2020,1,29,29,31,56,220,5,8.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.00%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.00%,0.00,-,0,0,0,0,0.00,0.0,0.0,94
Malcolm Brown,LAR,RB,2015,1,37,38,22,60,443,27,45.0%,27.3%,7.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,4,0,0.00%,2.0,0,0,0.00%,0,0,3,4,10.80%,0,75%,0,-,18,6.0,4.5,0.5,0,0.00%,0.47,2,0.50%,0.17,9.00,12,5,22,0,0.37,5.2,-1.0,36
Mark Andrews,BAL,TE,2018,1,25,27,33,73,182,37,50.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,4,16.00%,0,50%,0,-,21,10.5,5.3,4.8,0,0.00%,0.78,19,10.40%,0.31,1.11,16,2,21,0,0.29,4.1,-1.8,22
Mark Ingram,BAL,RB,2011,1,25,27,33,73,182,9,12.3%,15.2%,2.9,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,20,0,0.00%,4.0,0,0,0.00%,0,0,0,0,0.00%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.00%,0.00,-,0,5,20,0,0.27,2.0,-1.0,54
Marlon Mack,IND,RB,2017,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Marquez Callaway,NO,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
