Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Weight OPP,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,YPC,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Touches,SCRIM Yards,SCRIM TDs,SCRIM YDs/Play,Fantasy Points,FPOE,PPR Rank
D'Ernest Johnson,CLE,RB,2018,1,27,28,25,57,117,17,29.8%,20.0%,3.9,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,1,0,0.00%,0.3,0,0,0.00%,0,0,0,1,3.70%,0,0%,0,-,0,-,0.0,-2.0,0,-,0.00,-2,-1.70%,0.04,0.00,0,4,1,0,0.02,0.1,-3.5,63
DaeSean Hamilton,DEN,WR,2018,1,24,24,32,64,391,38,59.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,2,8.30%,0,0%,0,-,0,-,0.0,17.5,0,-,0.00,35,9.00%,0.19,0.00,0,0,0,0,0.00,0.0,-3.0,90
Dak Prescott,DAL,QB,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,-
Dallas Goedert,PHI,TE,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Dalton Schultz,DAL,TE,2018,1,52,54,40,89,299,72,80.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,9.60%,0,80%,0,-,35,8.8,7.0,2.6,0,0.00%,0.65,13,4.30%,0.17,2.69,22,4,35,0,0.39,7.5,1.3,16
Dalvin Cook,MIN,RB,2017,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Damien Harris,NE,RB,2019,1,27,27,25,57,147,12,21.1%,28.0%,5.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,19,0,0.00%,3.2,0,0,0.00%,-,0,1,1,3.70%,0,100%,0,-,14,14.0,14.0,3.0,0,0.00%,0.52,3,2.00%,0.07,4.67,11,7,33,0,0.58,4.3,-0.1,40
Damiere Byrd,NE,WR,2016,1,27,27,25,57,147,55,96.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,4,14.80%,0,75%,0,-,38,12.7,9.5,19.8,0,0.00%,1.41,79,53.70%,0.60,0.48,0,3,38,0,0.67,6.8,0.6,47
Dan Arnold,ARI,TE,2017,1,22,24,29,62,240,26,41.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.00%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.00%,0.00,-,0,0,0,0,0.00,0.0,0.0,30
Daniel Jones,NYG,QB,2019,1,18,19,22,48,151,48,100.0%,-,-,12,19,112,1,1,63.20%,5.30%,5.9,4.6,151,74,7.9,74.9,-0.70,7,74,0,0.00%,10.6,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,7,74,0,1.54,13.9,2.7,20
Danny Amendola,DET,WR,2008,1,31,31,43,77,269,27,35.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,6.50%,0,100%,0,-,31,15.5,15.5,6.5,0,0.00%,1.00,13,4.80%,0.13,2.38,18,2,31,0,0.40,5.1,1.7,59
Dante Pettis,SF,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Darius Slayton,NYG,WR,2019,1,18,19,22,48,151,40,83.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-3,0,0.00%,-3.0,-,-,-,-,0,2,4,22.20%,0,50%,0,-,41,20.5,10.3,15.5,1,50.00%,2.16,62,41.10%,0.62,0.66,0,3,38,1,0.79,11.8,4.0,30
Darnell Mooney,CHI,WR,2020,1,36,39,24,66,240,44,66.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,5,13.90%,0,60%,0,-,36,12.0,7.2,14.8,0,0.00%,0.92,74,30.80%,0.42,0.49,2,3,36,0,0.55,6.6,-1.6,48
Darrel Williams,KC,RB,2018,1,26,26,41,73,161,23,31.5%,17.1%,5.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,26,1,16.70%,4.3,0,0,0.00%,0,0,1,1,3.80%,0,100%,0,-,15,15.0,15.0,-5.0,0,0.00%,0.58,-5,-3.10%,0.04,-3.00,20,7,41,1,0.56,11.1,5.9,21
Darrell Henderson,LAR,RB,2019,1,37,38,22,60,443,32,53.3%,63.6%,8.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,88,0,0.00%,6.3,0,0,0.00%,0,0,0,0,0.00%,0,-,0,-,4,-,-,-,0,-,0.11,0,0.00%,0.00,-,0,14,92,0,1.53,9.2,-2.3,27
Darren Fells,HOU,TE,2013,1,37,38,27,72,327,63,87.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,7,18.90%,0,86%,0,-,85,14.2,12.1,7.3,1,16.70%,2.24,51,15.60%,0.39,1.67,46,6,85,1,1.18,20.5,6.8,4
Darren Waller,LV,TE,2015,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Darrynton Evans,TEN,RB,2020,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Darwin Thompson,KC,RB,2019,1,26,26,41,73,161,3,4.1%,7.3%,1.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,17,0,0.00%,5.7,0,0,0.00%,0,0,0,0,0.00%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.00%,0.00,-,0,3,17,0,0.23,1.7,0.4,58
Davante Adams,GB,WR,2014,1,31,35,25,63,298,52,82.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,10,32.30%,0,60%,0,-,61,10.2,6.1,7.7,0,0.00%,1.74,77,25.80%,0.66,0.79,22,6,61,0,0.97,12.1,-3.9,28
David Johnson,HOU,RB,2015,1,37,38,27,72,327,56,77.8%,77.8%,14.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,19,57,1,5.30%,3.0,0,0,0.00%,0,0,1,2,5.40%,0,50%,0,-,12,12.0,6.0,4.0,0,0.00%,0.32,8,2.40%,0.10,1.50,9,20,69,1,0.96,13.9,-10.5,13
David Montgomery,CHI,RB,2019,1,36,39,24,66,240,56,84.8%,100.0%,19.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,19,58,0,0.00%,3.1,0,0,0.00%,0,0,4,5,13.90%,0,80%,0,-,39,9.8,7.8,0.8,0,0.00%,1.00,4,1.70%,0.22,9.75,38,23,97,0,1.47,13.7,-9.4,14
David Moore,SEA,WR,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
David Njoku,CLE,TE,2017,1,27,28,25,57,117,23,40.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,3,11.10%,0,33%,0,-,7,7.0,2.3,1.3,0,0.00%,0.25,4,3.40%,0.19,1.75,4,1,7,0,0.12,1.7,-1.9,27
Dawson Knox,BUF,TE,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
DeAndre Hopkins,ARI,WR,2013,1,22,24,29,62,240,48,77.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,8,36.40%,0,25%,0,-,73,36.5,9.1,7.0,0,0.00%,3.04,56,23.30%,0.71,1.30,56,2,73,0,1.18,9.3,-4.0,42
Deebo Samuel,SF,WR,2019,1,32,33,41,73,145,60,82.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-6,0,0.00%,-6.0,-,-,-,-,0,6,6,18.80%,0,100%,0,-,66,11.0,11.0,-5.3,1,16.70%,2.00,-32,-22.10%,0.13,-2.06,98,7,60,1,0.82,18.0,8.6,13
Demarcus Robinson,KC,WR,2016,1,26,26,41,73,161,69,94.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,6,23.10%,0,83%,0,-,69,13.8,11.5,9.8,0,0.00%,2.65,59,36.60%,0.60,1.17,20,5,69,0,0.95,11.9,1.7,29
Deonte Harris,NO,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Derek Carr,LV,QB,2014,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,-
Derrick Henry,TEN,RB,2016,1,41,41,36,75,307,45,60.0%,75.0%,20.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,22,212,2,9.10%,9.6,0,0,0.00%,0,0,2,5,12.20%,0,40%,0,-,52,26.0,10.4,-2.2,0,0.00%,1.27,-11,-3.60%,0.16,-4.73,57,24,264,2,3.52,40.4,21.0,1
DeSean Jackson,PHI,WR,2008,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Deshaun Watson,HOU,QB,2017,1,37,38,27,72,327,72,100.0%,-,-,28,37,335,4,0,75.70%,10.80%,9.1,11.2,327,223,8.8,138.9,12.60,4,26,0,0.00%,6.5,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,4,26,0,0.36,32.0,9.2,1
Devante Parker,MIA,WR,2015,1,29,29,31,56,220,46,82.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,8,27.60%,0,38%,0,-,35,11.7,4.4,9.5,0,0.00%,1.21,76,34.50%,0.66,0.46,10,3,35,0,0.63,6.5,-5.6,50
Devin Duvernay,BAL,WR,2020,1,25,27,33,73,182,26,35.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,3,12.00%,0,100%,0,-,31,10.3,10.3,1.3,0,0.00%,1.15,4,2.20%,0.20,7.75,27,3,31,0,0.42,6.1,1.6,53
Devin Singletary,BUF,RB,2019,1,26,26,17,53,272,40,75.5%,70.6%,9.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,32,0,0.00%,3.2,0,0,0.00%,0,0,1,2,7.70%,0,50%,0,-,13,13.0,6.5,1.5,0,0.00%,0.50,3,1.10%,0.12,4.33,12,11,45,0,0.85,5.5,-1.4,35
Devonta Freeman,NYG,RB,2014,1,18,19,22,48,151,35,72.9%,90.9%,13.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,18,61,0,0.00%,3.4,0,0,0.00%,0,0,1,2,11.10%,0,50%,0,-,-4,-4.0,-2.0,-2.0,0,0.00%,-0.21,-4,-2.60%,0.15,1.00,0,19,57,0,1.19,6.7,-6.2,33
Devontae Booker,LV,RB,2016,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Dion Lewis,NYG,RB,2011,1,18,19,22,48,151,9,18.8%,4.5%,1.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0.00%,0,0,1,1,5.60%,0,100%,0,-,10,10.0,10.0,-2.0,0,0.00%,0.53,-2,-1.30%,0.07,-5.00,12,1,10,0,0.21,2.0,0.6,53
Diontae Johnson,PIT,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
DJ Chark,JAC,WR,2018,1,44,44,21,64,417,57,89.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,7,14,31.80%,0,50%,0,-,45,6.4,3.2,13.8,0,0.00%,1.02,193,46.30%,0.80,0.23,10,7,45,0,0.70,11.5,-11.1,33
DJ Moore,CAR,WR,2018,1,27,29,27,68,260,64,94.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,10,37.00%,0,50%,0,-,93,18.6,9.3,11.9,0,0.00%,3.21,119,45.80%,0.88,0.78,34,5,93,0,1.37,14.3,-3.9,21
DK Metcalf,SEA,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Dontrelle Inman,WAS,WR,2011,1,40,42,34,73,257,66,90.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,5,12.50%,0,100%,0,-,45,9.0,9.0,7.4,0,0.00%,1.07,37,14.40%,0.29,1.22,8,5,45,0,0.62,9.5,1.7,41
Drew Brees,NO,QB,2001,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,-
Drew Lock,DEN,QB,2019,1,24,24,32,64,391,64,100.0%,-,-,10,24,189,0,2,41.70%,0.00%,7.9,4.1,391,139,16.3,34.9,-11.60,5,-1,0,0.00%,-0.2,-,-,-,-,0,0,0,0.00%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,5,-1,0,-0.02,3.5,-10.4,28
Drew Sample,CIN,TE,2019,1,39,39,35,73,344,55,75.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,1,2.60%,0,0%,0,-,0,-,0.0,5.0,0,-,0.00,5,1.50%,0.05,0.00,0,0,0,0,0.00,0.0,-1.3,31
Duke Johnson,HOU,RB,2015,1,37,38,27,72,327,19,26.4%,22.2%,5.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,9,0,0.00%,2.3,0,0,0.00%,0,0,1,2,5.40%,0,50%,0,-,2,2.0,1.0,1.0,0,0.00%,0.05,2,0.60%,0.09,1.00,7,5,11,0,0.15,2.1,-3.8,52
Dwayne Haskins,WAS,QB,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,-
Emmanuel Sanders,NO,WR,2010,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Eric Ebron,PIT,TE,2014,1,23,23,34,65,173,46,70.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,4,17.40%,0,50%,0,-,9,4.5,2.3,7.0,0,0.00%,0.39,28,16.20%,0.37,0.32,5,2,9,0,0.14,2.9,-4.3,23
Evan Engram,NYG,TE,2017,1,18,19,22,48,151,39,81.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,16.70%,0,67%,0,-,30,15.0,10.0,9.7,0,0.00%,1.58,29,19.20%,0.38,1.03,7,2,30,0,0.63,5.0,-0.2,20
Ezekiel Elliott,DAL,RB,2016,1,52,54,40,89,299,54,60.7%,57.5%,24.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,49,0,0.00%,4.1,0,0,0.00%,0,2,8,11,21.20%,0,73%,0,-,31,3.9,2.8,1.0,0,0.00%,0.57,11,3.70%,0.34,2.82,33,20,80,0,0.90,12.0,-6.2,18
Frank Gore,NYJ,RB,2005,1,39,44,29,71,396,25,35.2%,51.7%,12.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,46,0,0.00%,4.2,0,0,0.00%,0,0,4,4,10.30%,0,100%,0,-,24,6.0,6.0,1.8,0,0.00%,0.55,7,1.80%,0.17,3.43,17,15,70,0,0.99,11.0,0.1,22
Gabriel Davis,BUF,WR,2020,1,26,26,17,53,272,33,62.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,3.80%,0,100%,0,-,7,7.0,7.0,3.0,0,0.00%,0.27,3,1.10%,0.07,2.33,4,1,7,0,0.13,1.7,0.1,83
Gardner Minshew,JAC,QB,2019,1,44,44,21,64,417,64,100.0%,-,-,25,44,243,1,1,56.80%,2.30%,5.5,5.0,417,131,9.5,70.6,-5.10,3,14,1,33.30%,4.7,-,-,-,-,1,1,1,2.30%,-,100%,-,-,0,0.0,0.0,-,0,0.00%,0.00,-,-,-,-,8,4,14,1,0.22,18.1,-1.5,12
George Kittle,SF,TE,2017,1,32,33,41,73,145,71,97.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,7,10,31.30%,0,70%,0,-,109,15.6,10.9,6.5,1,14.30%,3.30,65,44.80%,0.78,1.68,71,7,109,1,1.49,23.9,4.3,2
Gerald Everett,LAR,TE,2017,1,37,38,22,60,443,30,50.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,4,10.80%,0,75%,0,-,27,9.0,6.8,7.5,0,0.00%,0.71,30,6.80%,0.21,0.90,9,3,27,0,0.45,5.7,0.9,18
Giovani Bernard,CIN,RB,2013,1,39,39,35,73,344,35,47.9%,31.4%,9.4,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,15,1,12.50%,1.9,0,0,0.00%,0,0,3,3,7.70%,0,100%,0,-,13,4.3,4.3,0.3,0,0.00%,0.33,1,0.30%,0.12,13.00,12,11,28,1,0.38,11.8,2.0,19
Golden Tate,NYG,WR,2010,1,18,19,22,48,151,30,62.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,5.60%,0,100%,0,-,11,11.0,11.0,11.0,0,0.00%,0.58,11,7.30%,0.13,1.00,0,1,11,0,0.23,2.1,0.5,73
Greg Olsen,SEA,TE,2007,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Greg Ward,PHI,WR,2017,1,39,40,19,72,381,58,80.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,7.70%,0,67%,0,-,19,9.5,6.3,4.3,0,0.00%,0.48,13,3.40%,0.14,1.46,11,2,19,0,0.26,3.9,-0.1,66
Gus Edwards,BAL,RB,2018,1,25,27,33,73,182,32,43.8%,42.4%,8.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,26,1,7.10%,1.9,0,0,0.00%,0,0,0,0,0.00%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.00%,0.00,-,0,14,26,1,0.36,8.6,1.9,29
Harrison Bryant,CLE,TE,2020,1,27,28,25,57,117,21,36.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,2,7.40%,0,50%,0,-,11,11.0,5.5,3.0,0,0.00%,0.39,6,5.10%,0.15,1.83,10,1,11,0,0.19,2.1,-0.6,25
Hayden Hurst,ATL,TE,2018,1,37,40,40,80,270,68,85.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,4,10.80%,0,100%,0,-,57,14.3,14.3,5.3,1,25.00%,1.43,21,7.80%,0.22,2.71,36,4,57,1,0.71,15.7,9.1,6
Henry Ruggs,LV,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Hunter Henry,LAC,TE,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Hunter Renfrow,LV,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Ian Thomas,CAR,TE,2018,1,27,29,27,68,260,47,69.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,3.70%,0,100%,0,-,9,9.0,9.0,4.0,0,0.00%,0.31,4,1.50%,0.07,2.25,5,1,9,0,0.13,1.9,0.4,26
Irv Smith,MIN,TE,2019,1,35,36,18,56,326,44,78.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,14.30%,0,80%,0,-,55,13.8,11.0,6.2,0,0.00%,1.53,31,9.50%,0.28,1.77,25,4,55,0,0.98,9.5,0.9,12
Isaiah Ford,MIA,WR,2017,1,29,29,31,56,220,18,32.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.00%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.00%,0.00,-,0,0,0,0,0.00,0.0,0.0,91
Isaiah McKenzie,BUF,WR,2017,1,26,26,17,53,272,7,13.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,3.80%,0,100%,0,-,4,4.0,4.0,-4.0,0,0.00%,0.15,-4,-1.50%,0.05,-1.00,8,1,4,0,0.08,1.4,-0.1,86
Isaiah Wright,WAS,WR,2020,1,40,42,34,73,257,57,78.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.00%,1.0,-,-,-,-,0,4,5,12.50%,0,80%,0,-,25,6.3,5.0,4.6,0,0.00%,0.60,23,8.90%,0.25,1.09,12,5,26,0,0.36,6.6,-2.6,49
Ito Smith,ATL,RB,2018,1,37,40,40,80,270,11,13.8%,7.5%,2.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,8,0,0.00%,4.0,0,0,0.00%,0,0,1,1,2.70%,0,100%,0,-,17,17.0,17.0,4.0,0,0.00%,0.43,4,1.50%,0.05,4.25,13,3,25,0,0.31,3.5,1.2,46
Jace Sternberger,GB,TE,2019,1,31,35,25,63,298,20,31.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.00%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.00%,0.00,-,0,0,0,0,0.00,0.0,0.0,32
Jack Doyle,IND,TE,2013,1,42,44,25,63,361,39,61.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,3,3,7.10%,0,100%,0,-,29,9.7,9.7,8.0,1,33.30%,0.66,24,6.60%,0.15,1.21,5,3,29,1,0.46,9.9,6.5,10
Jacob Hollister,SEA,TE,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jakeem Grant,MIA,WR,2016,1,29,29,31,56,220,20,35.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,4,13.80%,0,100%,0,-,48,12.0,12.0,7.0,0,0.00%,1.66,28,12.70%,0.30,1.71,20,4,48,0,0.86,8.8,2.2,44
Jakobi Meyers,NE,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jalen Guyton,LAC,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jalen Reagor,PHI,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Jalen Richard,LV,RB,2016,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
