Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Fantasy Points,FPOE,PPR Rank
Jonnu Smith,TEN,TE,2017,1,40,43,36,81,264,59,72.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,7,17.5%,1,57%,27,1.3,36,5.1,1.9,1,25.0%,0.84,13,4.9%,0.30,2.77,34,13.6,1.8,8
Jordan Akins,HOU,TE,2018,1,31,32,21,59,283,48,81.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,6.5%,1,100%,32,1.2,39,19.5,12.0,1,50.0%,1.22,24,8.5%,0.16,1.63,15,11.9,8.2,13
Jordan Howard,MIA,RB,2016,1,30,30,28,62,251,9,14.5%,28.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,7,1,12.5%,2,0,25.0%,3,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,6.7,-4.8,46
Jordan Reed,SF,TE,2013,1,32,33,38,62,220,10,16.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,6.3%,0,100%,5,2.4,12,6.0,2.5,0,0.0%,0.36,5,2.3%,0.11,2.40,7,3.2,-0.2,33
Jordan Wilkins,IND,RB,2018,1,46,46,38,74,289,1,1.4%,0.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,-0.2,86
Josh Adams,NYJ,RB,2018,1,33,35,19,56,265,13,23.2%,21.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,8,1,50.0%,0,0,0.0%,1,0,2,2,6.1%,0,100%,9,1.6,14,7.0,2.5,0,0.0%,0.40,5,1.9%,0.10,2.80,9,10.2,4.6,33
Josh Allen,BUF,QB,2018,1,45,46,29,87,283,87,100.0%,-,34,46,312,2,0,73.9%,4.3%,6.8,7.7,283,179,6.2,104.6,20.87,14,57,1,7.1%,-,-,-,-,2,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,28.2,1.3,3
Josh Jacobs,LV,RB,2019,1,28,30,41,63,182,49,77.8%,75.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,25,93,3,12.0%,17,0,54.8%,1,0,4,6,21.4%,0,67%,17,2.7,46,7.7,2.8,0,0.0%,1.53,17,9.3%,0.39,2.71,46,35.9,11.8,1
Josh Reynolds,LAR,WR,2017,1,28,31,41,73,140,37,50.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,3.6%,1,100%,17,1.0,17,17.0,4.0,0,0.0%,0.55,4,2.9%,0.07,4.25,13,2.7,1.3,98
Joshua Kelley,LAC,RB,2020,1,29,30,34,74,335,18,24.3%,35.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,60,1,8.3%,4,1,33.3%,1,0,0,0,0.0%,0,-,2,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,12.0,1.6,25
Josiah Deguara,GB,TE,2020,1,41,44,42,78,337,24,30.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,4.9%,0,50%,10,1.2,12,6.0,12.0,0,0.0%,0.27,24,7.1%,0.12,0.50,11,2.2,-0.6,40
Juju Smith-Schuster,PIT,WR,2017,1,31,32,33,64,221,55,85.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,6,19.4%,2,100%,29,2.4,69,11.5,5.2,2,33.3%,2.16,31,14.0%,0.39,2.23,38,24.9,14.6,6
Julian Edelman,NE,WR,2009,1,19,19,31,64,101,37,57.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,23,0,0.0%,-,-,-,-,0,5,7,36.8%,1,71%,19,3.0,57,8.1,8.7,0,0.0%,3.00,61,60.4%,0.98,0.93,22,13.0,0.7,30
Julio Jones,ATL,WR,2011,1,52,54,30,79,407,65,82.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,9,12,23.1%,1,75%,47,3.3,157,13.1,15.7,0,0.0%,2.91,188,46.2%,0.67,0.84,28,24.7,6.4,7
Justin Herbert,LAC,QB,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,0.0,0.0,-
Justin Jackson,LAC,RB,2018,1,29,30,34,74,335,11,14.9%,5.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,4,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,4,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.4,-0.5,82
Justin Jefferson,MIN,WR,2020,1,25,25,18,52,267,36,69.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,12.0%,0,67%,25,1.0,26,8.7,3.3,0,0.0%,1.04,10,3.7%,0.21,2.60,20,4.6,0.0,81
Justin Watson,TB,WR,2018,1,34,36,28,70,282,11,15.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,5.9%,0,50%,6,1.0,6,3.0,4.5,0,0.0%,0.17,9,3.2%,0.11,0.67,1,1.6,-1.5,105
Kalen Ballage,NYJ,RB,2018,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Kareem Hunt,CLE,RB,2017,1,35,39,31,73,376,36,49.3%,61.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,13,72,0,0.0%,12,1,63.2%,1,0,4,6,17.1%,0,67%,13,0.7,9,1.5,0.5,0,0.0%,0.23,3,0.8%,0.26,3.00,11,12.1,-4.5,24
Keelan Cole,JAC,WR,2017,1,20,20,21,50,89,33,66.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,5,25.0%,0,100%,22,2.1,47,9.4,6.2,1,20.0%,2.35,31,34.8%,0.62,1.52,16,15.7,7.6,23
Keenan Allen,LAC,WR,2013,1,29,30,34,74,335,70,94.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,8,27.6%,1,50%,31,1.2,37,4.6,11.0,0,0.0%,1.23,88,26.3%,0.60,0.42,24,7.7,-4.3,59
Kendrick Bourne,SF,WR,2017,1,32,33,38,62,220,57,91.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,5,15.6%,1,40%,36,0.9,34,6.8,11.6,0,0.0%,1.03,58,26.4%,0.42,0.59,17,5.4,-3.0,75
Kenny Stills,HOU,WR,2013,1,31,32,21,59,283,22,37.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,2,6.5%,0,0%,17,0.0,0,0.0,15.0,0,-,0.00,30,10.6%,0.17,0.00,0,0.0,-2.9,114
Kenyan Drake,ARI,RB,2016,1,37,40,29,82,192,58,70.7%,62.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,16,60,1,6.3%,4,0,22.2%,1,0,2,2,5.4%,0,100%,25,0.2,5,2.5,-3.0,0,0.0%,0.13,-6,-3.1%,0.06,-0.83,11,14.5,1.9,17
Kenny Golladay,DET,WR,2017,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Kerryon Johnson,DET,RB,2018,1,41,42,32,78,372,20,25.6%,21.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,14,0,0.0%,1,0,14.3%,0,0,0,0,0.0%,0,-,3,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,1.4,-2.1,75
Kirk Cousins,MIN,QB,2012,1,25,25,18,52,267,52,100.0%,-,19,25,259,2,1,76.0%,8.0%,10.4,10.2,267,187,10.7,118.6,3.16,4,34,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,19.8,11.8,14
KJ Hamler,DEN,WR,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Kyle Juszczyk,SF,RB,2013,1,32,33,38,62,220,36,58.1%,7.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,7,0,0.0%,0,0,0.0%,0,0,1,2,6.3%,0,50%,15,2.7,41,20.5,10.0,0,0.0%,1.24,20,9.1%,0.16,2.05,23,5.8,2.7,50
Kyle Rudolph,MIN,TE,2011,1,25,25,18,52,267,32,61.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,8.0%,0,100%,15,1.9,28,14.0,11.0,0,0.0%,1.12,22,8.2%,0.18,1.27,6,4.8,1.8,25
Kyler Murray,ARI,QB,2019,1,37,40,29,82,192,82,100.0%,-,26,40,230,1,1,65.0%,2.5%,5.8,5.1,192,97,4.8,78.1,20.04,13,91,1,7.7%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,26.3,6.9,5
Lamar Jackson,BAL,QB,2018,1,25,25,23,59,252,53,89.8%,-,20,25,275,3,0,80.0%,12.0%,11.0,13.4,252,202,10.1,152.1,14.25,7,45,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,27.5,8.9,4
Larry Fitzgerald,ARI,WR,2004,1,37,40,29,82,192,65,79.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,13.5%,0,80%,40,0.9,34,6.8,3.0,0,0.0%,0.85,15,7.8%,0.26,2.27,23,7.4,-0.4,60
Latavius Murray,NO,RB,2013,1,30,30,41,68,158,23,33.8%,39.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,48,0,0.0%,3,0,18.8%,1,0,0,1,3.3%,1,0%,3,0.0,0,0.0,0.0,0,-,0.00,0,0.0%,0.05,-,0,4.8,-5.8,56
Laviska Shenault,JAC,WR,2020,1,20,20,21,50,89,31,62.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,10,0,0.0%,-,-,-,-,0,3,4,20.0%,1,75%,18,2.1,37,9.3,9.0,1,33.3%,1.85,36,40.4%,0.58,1.03,15,13.7,3.9,28
Le'Veon Bell,NYJ,RB,2013,1,33,35,19,56,265,32,57.1%,42.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,14,0,0.0%,0,0,0.0%,0,0,2,2,6.1%,0,100%,19,1.7,32,16.0,9.0,0,0.0%,0.91,18,6.8%,0.14,1.78,14,6.6,1.2,47
Leonard Fournette,TB,RB,2017,1,34,36,28,70,282,9,12.9%,21.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,5,0,0.0%,1,0,16.7%,0,0,1,1,2.9%,0,100%,3,4.7,14,14.0,0.0,0,0.0%,0.39,0,0.0%,0.04,-,14,2.9,-1.0,66
LeSean McCoy,TB,RB,2009,1,34,36,28,70,282,25,35.7%,3.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,1,1,2.9%,1,100%,20,0.1,2,2.0,3.0,0,0.0%,0.06,3,1.1%,0.05,0.67,-1,1.2,-0.4,79
Logan Thomas,WAS,TE,2014,1,30,31,36,70,248,52,74.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,8,26.7%,1,50%,31,1.2,37,4.6,9.0,1,25.0%,1.19,72,29.0%,0.60,0.51,14,13.7,0.3,7
Lynn Bowden,MIA,WR,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Malcolm Brown,LAR,RB,2015,1,28,31,41,73,140,44,60.3%,53.7%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,18,79,2,11.1%,7,0,31.8%,2,0,3,4,14.3%,1,75%,21,1.5,31,7.8,-5.0,0,0.0%,1.00,-20,-14.3%,0.11,-1.55,45,26.0,5.9,5
Mark Andrews,BAL,TE,2018,1,25,25,23,59,252,42,71.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,24.0%,4,83%,26,2.2,58,9.7,10.5,2,40.0%,2.32,63,25.0%,0.54,0.92,4,22.8,9.2,2
Mark Ingram,BAL,RB,2011,1,25,25,23,59,252,21,35.6%,43.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,29,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,3,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,2.9,-2.4,65
Marlon Mack,IND,RB,2017,1,46,46,38,74,289,11,14.9%,18.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,4,26,0,0.0%,1,1,14.3%,0,0,3,3,6.5%,0,100%,7,4.3,30,10.0,-0.3,0,0.0%,0.65,-1,-0.3%,0.10,-30.00,31,8.6,2.6,37
Marquez Valdes-Scantling,GB,WR,2018,1,41,44,42,78,337,42,53.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,14.6%,0,67%,29,3.3,96,16.0,21.5,1,25.0%,2.18,129,38.3%,0.49,0.74,22,19.6,10.3,12
Marquise Brown,BAL,WR,2019,1,25,25,23,59,252,37,62.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,24.0%,0,83%,24,4.2,101,16.8,19.0,0,0.0%,4.04,114,45.2%,0.68,0.89,12,15.1,6.4,25
Marvin Hall,DET,WR,2017,1,41,42,32,78,372,16,20.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,4.9%,0,50%,12,2.2,26,13.0,31.0,0,0.0%,0.62,62,16.7%,0.19,0.42,9,3.6,0.6,93
Marvin Jones,DET,WR,2012,1,41,42,32,78,372,71,91.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,8,19.5%,1,50%,47,1.2,55,6.9,8.8,0,0.0%,1.31,70,18.8%,0.42,0.79,18,9.5,-3.5,48
Matt Breida,MIA,RB,2017,1,30,30,28,62,251,14,22.6%,17.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,22,0,0.0%,1,0,20.0%,0,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,2.2,-0.1,73
Matt Ryan,ATL,QB,2008,1,52,54,30,79,407,79,100.0%,-,37,54,450,2,1,68.5%,3.7%,8.3,8.2,407,223,7.5,98.5,20.82,1,-1,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,23.9,2.8,8
Matthew Stafford,DET,QB,2009,1,41,42,32,78,372,78,100.0%,-,24,42,297,1,1,57.1%,2.4%,7.1,6.5,372,168,8.9,77.2,6.91,5,23,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,16.2,-2.1,21
Maxx Williams,ARI,TE,2015,1,37,40,29,82,192,43,52.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,2,5.4%,0,0%,15,0.0,0,0.0,1.0,0,-,0.00,2,1.0%,0.09,0.00,0,0.0,-2.9,53
Mecole Hardman,KC,WR,2019,1,32,32,38,69,147,20,29.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,3.1%,0,100%,10,0.6,6,6.0,-3.0,0,0.0%,0.19,-3,-2.0%,0.03,-2.00,9,1.6,-0.1,104
Melvin Gordon,DEN,RB,2015,1,32,33,28,59,303,37,62.7%,64.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,78,1,6.7%,5,1,27.8%,2,1,3,3,9.4%,0,100%,18,0.4,8,2.7,-1.0,0,0.0%,0.24,-3,-1.0%,0.13,-2.67,11,15.6,-0.2,14
Michael Gallup,DAL,WR,2018,1,37,39,31,72,283,69,95.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,13.5%,0,60%,43,1.2,50,10.0,15.2,0,0.0%,1.28,76,26.9%,0.39,0.66,18,8.0,-0.3,56
Michael Pittman,IND,WR,2020,1,46,46,38,74,289,39,52.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,4.3%,0,100%,21,0.5,10,5.0,5.5,0,0.0%,0.22,11,3.8%,0.09,0.91,-1,3.0,-0.4,96
Michael Thomas,NO,WR,2016,1,30,30,41,68,158,55,80.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,16.7%,2,60%,31,0.5,17,3.4,9.0,0,0.0%,0.57,45,28.5%,0.45,0.38,3,4.7,-4.5,79
Mike Davis,CAR,RB,2015,1,34,34,30,67,279,3,4.5%,0.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,85
Mike Evans,TB,WR,2014,1,34,36,28,70,282,65,92.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,4,11.8%,1,25%,39,0.1,2,0.5,11.8,1,100.0%,0.06,47,16.7%,0.29,0.04,0,7.2,-1.2,63
Mike Gesicki,MIA,TE,2018,1,30,30,28,62,251,39,62.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,5,16.7%,1,60%,27,1.1,30,6.0,11.2,0,0.0%,1.00,56,22.3%,0.41,0.54,0,6.0,-1.9,24
Mike Thomas,CIN,WR,2016,1,35,36,27,68,291,15,22.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,8.6%,0,67%,10,1.7,17,5.7,9.3,0,0.0%,0.47,28,9.6%,0.20,0.61,0,3.7,-0.9,91
Mike Williams,LAC,WR,2017,1,29,30,34,74,335,58,78.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,9,31.0%,1,44%,0,-,69,7.7,16.3,0,0.0%,2.30,147,43.9%,0.77,0.47,9,10.9,-2.8,39
Miles Boykin,BAL,WR,2019,1,25,25,23,59,252,40,67.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,16.0%,2,75%,25,1.5,37,9.3,6.3,0,0.0%,1.48,25,9.9%,0.31,1.48,21,6.7,-0.5,68
Miles Sanders,PHI,RB,2019,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Mitchell Trubisky,CHI,QB,2017,1,36,36,30,65,315,65,100.0%,-,20,36,242,3,0,55.6%,8.3%,6.7,8.4,315,161,8.8,104.2,8.78,3,26,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,24.3,2.5,7
Mo Alie-Cox,IND,TE,2017,1,46,46,38,74,289,29,39.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,4.3%,0,100%,18,1.1,20,10.0,3.0,0,0.0%,0.43,6,2.1%,0.08,3.33,14,4.0,1.2,28
Mycole Pruitt,TEN,TE,2015,1,40,43,36,81,264,31,38.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.5%,1,100%,24,0.0,1,1.0,1.0,1,100.0%,0.02,1,0.4%,0.04,1.00,0,7.1,3.0,21
Myles Gaskin,MIA,RB,2019,1,30,30,28,62,251,39,62.9%,46.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,40,0,0.0%,4,0,30.8%,0,0,4,4,13.3%,0,100%,22,1.2,26,6.5,-0.5,0,0.0%,0.87,-2,-0.8%,0.19,-13.00,28,10.6,0.9,30
N'Keal Harry,NE,WR,2019,1,19,19,31,64,101,51,79.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,1,5,6,31.6%,1,83%,19,2.1,39,6.5,3.7,0,0.0%,2.05,22,21.8%,0.63,1.77,22,6.9,-2.4,65
Nelson Agholor,LV,WR,2015,1,28,30,41,63,182,12,19.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,3.6%,0,100%,7,3.3,23,23.0,23.0,1,100.0%,0.77,23,12.6%,0.14,1.00,0,9.3,7.3,52
Nick Chubb,CLE,RB,2018,1,35,39,31,73,376,35,47.9%,35.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,60,0,0.0%,4,1,36.4%,0,1,1,1,2.9%,0,100%,16,0.4,6,6.0,6.0,0,0.0%,0.15,6,1.6%,0.05,1.00,0,5.6,1.6,51
Nick Foles,CHI,QB,2012,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Nick Mullens,SF,QB,2017,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,0,0,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,0,-,-,-,-,-,-,-,0.0,0.0,-
Nick Vannett,DEN,TE,2016,1,32,33,38,62,220,16,25.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,6.3%,1,50%,8,-0.8,-6,-3.0,-2.5,0,0.0%,-0.18,-5,-2.3%,0.08,1.20,-1,0.4,-5.4,50
Noah Brown,DAL,WR,2017,1,37,39,31,72,283,3,4.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,118
Noah Fant,DEN,TE,2019,1,32,33,28,59,303,43,72.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,6,18.8%,1,83%,24,3.4,81,13.5,9.3,1,20.0%,2.45,56,18.5%,0.41,1.45,58,19.1,8.4,3
Nyheim Hines,IND,RB,2018,1,46,46,38,74,289,39,52.7%,39.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,28,1,14.3%,2,0,13.3%,1,0,8,8,17.4%,2,100%,28,1.6,45,5.6,0.3,1,12.5%,0.98,2,0.7%,0.27,22.50,43,27.3,10.6,4
Odell Beckham,CLE,WR,2014,1,35,39,31,73,376,55,75.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,10,28.6%,0,30%,33,0.7,22,2.2,12.9,0,0.0%,0.56,129,34.3%,0.67,0.17,-3,5.2,-9.4,76
OJ Howard,TB,TE,2017,1,34,36,28,70,282,37,52.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,17.6%,2,67%,19,1.9,36,6.0,12.5,1,25.0%,1.00,75,26.6%,0.45,0.48,0,13.6,2.2,9
Olabisi Johnson,MIN,WR,2019,1,25,25,18,52,267,33,63.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,16.0%,0,75%,21,2.7,56,14.0,10.5,0,0.0%,2.24,42,15.7%,0.35,1.33,25,8.6,3.0,55
Parris Campbell,IND,WR,2019,1,46,46,38,74,289,61,82.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,9,0,0.0%,-,-,-,-,0,6,9,19.6%,0,67%,28,2.5,71,7.9,11.9,0,0.0%,1.54,107,37.0%,0.55,0.66,18,14.0,-0.1,26
Patrick Laird,MIA,RB,2019,1,30,30,28,62,251,4,6.5%,7.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,2,2,6.7%,0,100%,2,4.5,9,4.5,-0.5,0,0.0%,0.30,-1,-0.4%,0.10,-9.00,10,2.9,-0.1,67
Patrick Mahomes,KC,QB,2017,1,32,32,38,69,147,69,100.0%,-,24,32,211,3,0,75.0%,9.4%,6.6,8.5,147,78,4.6,123.3,2.87,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,20.4,3.2,13
Peyton Barber,WAS,RB,2016,1,30,31,36,70,248,29,41.4%,47.2%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,17,29,2,11.8%,0,0,0.0%,3,0,0,0,0.0%,0,-,2,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,14.9,-7.5,15
Philip Rivers,IND,QB,2004,1,46,46,38,74,289,73,98.6%,-,36,46,363,1,2,78.3%,2.2%,7.9,6.4,289,151,6.3,88.7,-0.78,1,3,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,14.8,-3.8,22
Phillip Lindsay,DEN,RB,2018,1,32,33,28,59,303,19,32.2%,28.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,24,0,0.0%,2,0,25.0%,1,0,1,1,3.1%,1,100%,6,1.8,11,11.0,5.0,0,0.0%,0.33,5,1.7%,0.06,2.20,6,4.5,-2.9,57
Preston Williams,MIA,WR,2019,1,30,30,28,62,251,56,90.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,7,23.3%,1,29%,32,1.3,41,5.9,14.9,0,0.0%,1.37,104,41.4%,0.64,0.39,6,6.1,-5.4,73
