Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Weight OPP,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,YPC,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Touches,SCRIM Yards,SCRIM TDs,SCRIM YDs/Play,Fantasy Points,FPOE,PPR Rank
Maxx Williams,ARI,TE,2015,0,0,0,0,75,0,0,0.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,0.00,0.0,0.0,-
Mecole Hardman,KC,WR,2019,1,42,43,27,72,412,50,69.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,7.1%,0,67%,36,1.4,50,25.0,16.7,-2.3,0,0.0%,1.16,-7,-1.7%,0.10,-7.14,67,0,50,0,0.69,7.0,1.6,56
Melvin Gordon,DEN,RB,2015,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,9,0,0,-,0.0,0.0,-
Michael Gallup,DAL,WR,2018,1,33,33,32,66,237,64,97.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,4,12.1%,0,100%,34,2.1,73,18.3,18.3,17.3,0,0.0%,2.21,69,29.1%,0.39,1.06,4,5,73,0,1.11,11.3,4.7,36
Michael Pittman,IND,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,5,0,0,-,0.0,0.0,-
Michael Thomas,NO,WR,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,1,0,0,-,0.0,0.0,-
Mike Davis,CAR,RB,2015,1,35,37,34,65,254,54,83.1%,76.5%,25.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,16,89,0,0.0%,5.6,12,0,48.0%,0,0,9,10,28.6%,1,90%,31,1.9,60,6.7,6.0,-0.5,1,11.1%,1.62,-5,-2.0%,0.41,-12.00,67,21,149,1,2.29,29.9,4.6,1
Mike Evans,TB,WR,2014,1,41,41,25,71,271,60,84.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,9,22.0%,2,56%,36,1.1,41,8.2,4.6,6.0,1,20.0%,1.00,54,19.9%,0.47,0.76,2,0,41,1,0.58,15.1,-1.0,23
Mike Gesicki,MIA,TE,2018,1,27,28,24,67,268,30,44.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,6,22.2%,1,83%,23,4.0,91,18.2,15.2,8.7,0,0.0%,3.25,52,19.4%,0.47,1.75,47,2,91,0,1.36,14.1,4.6,5
Mike Thomas,CIN,WR,2016,1,29,30,35,67,220,33,49.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,1.0,-,-,-,-,1,1,1,3.4%,0,100%,14,0.4,6,6.0,6.0,10.0,0,0.0%,0.20,10,4.5%,0.08,0.60,-4,1,7,0,0.10,-0.3,-1.1,98
Mike Williams,LAC,WR,2017,1,32,34,35,71,264,55,77.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,8,25.0%,1,63%,30,3.6,109,21.8,13.6,20.0,2,40.0%,3.21,160,60.6%,0.80,0.68,27,0,109,2,1.54,27.9,15.6,4
Miles Boykin,BAL,WR,2019,1,36,37,29,63,318,36,57.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,2,5.6%,0,0%,22,0.0,0,-,0.0,11.0,0,-,0.00,22,6.9%,0.13,0.00,0,0,0,0,0.00,0.0,-3.1,92
Miles Sanders,PHI,RB,2019,1,36,36,16,59,474,50,84.7%,93.8%,12.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,80,2,18.2%,7.3,11,1,84.6%,1,0,2,4,11.1%,1,50%,33,0.6,19,9.5,4.8,2.5,0,0.0%,0.53,10,2.1%,0.18,1.90,19,16,99,2,1.68,23.9,7.3,3
Mitchell Trubisky,CHI,QB,2017,0,0,0,0,63,292,0,0.0%,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,0.00,0.0,0.0,-
Mo Alie-Cox,IND,TE,2017,1,32,33,24,56,263,21,37.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,0,-,8,0.0,0,-,-,-,0,-,0.00,18,6.8%,0.05,0.00,0,2,0,0,0.00,0.0,-1.5,39
Mycole Pruitt,TEN,TE,2015,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Myles Gaskin,MIA,RB,2019,1,27,28,24,67,268,42,62.7%,87.5%,17.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,16,57,1,6.3%,3.6,7,1,33.3%,1,0,5,5,18.5%,3,100%,11,3.1,34,6.8,6.8,-0.2,0,0.0%,1.21,-1,-0.4%,0.28,-34.00,35,16,91,1,1.36,20.1,-1.6,8
N'Keal Harry,NE,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Nelson Agholor,LV,WR,2015,1,30,31,44,70,271,55,78.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,6.7%,0,100%,27,2.5,67,33.5,33.5,19.5,1,50.0%,2.16,39,14.4%,0.20,1.72,28,0,67,1,0.96,14.7,11.6,25
Nick Chubb,CLE,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Nick Foles,CHI,QB,2012,1,42,42,21,63,292,63,100.0%,-,-,30,42,243,1,1,71.4%,2.4%,5.8,5.2,292,152,7.0,83.7,1.80,1,-1,0,0.0%,-1.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,1,-1,0,-0.02,11.6,-4.5,22
Nick Mullens,SF,QB,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,1,0,0,-,0.0,0.0,-
Nick Vannett,DEN,TE,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,5,0,0,-,0.0,0.0,-
Noah Brown,DAL,WR,2017,1,33,33,32,66,237,21,31.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,93
Noah Fant,DEN,TE,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,1,0,0,-,0.0,0.0,-
Nyheim Hines,IND,RB,2018,1,32,33,24,56,263,21,37.5%,25.0%,6.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,8,0,0.0%,2.7,0,0,0.0%,0,0,1,3,9.4%,2,33%,17,0.2,4,4.0,1.3,5.7,0,0.0%,0.12,17,6.5%,0.19,0.24,24,4,12,0,0.21,2.2,-1.9,53
Odell Beckham,CLE,WR,2014,1,38,38,36,73,340,63,86.3%,-,-,1,1,18,0,0,100.0%,0.0%,18.0,18.0,-,-,-,-,-,1,-1,0,0.0%,-1.0,-,-,-,-,0,5,9,23.7%,4,56%,37,1.6,58,11.6,6.4,7.9,0,0.0%,1.53,71,20.9%,0.50,0.82,7,1,57,0,0.78,11.4,-9.6,33
OJ Howard,TB,TE,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Olabisi Johnson,MIN,WR,2019,1,38,39,50,87,271,8,9.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,2.6%,0,100%,3,4.3,13,13.0,13.0,13.0,0,0.0%,0.33,13,4.8%,0.07,1.00,0,0,13,0,0.15,2.3,0.6,79
Olamide Zaccheaus,ATL,WR,2019,1,35,37,31,65,284,63,96.9%,-,-,0,0,0,0,0,-,-,-,-,,,,,,,,,,-,-,-,,-,,1,4,11.4%,1,25%,38,0.3,13,13.0,3.3,0.0,0,0.0%,0.35,,0.0%,0.17,-,8,0,13,0,0.20,2.3,-5.0,80
Parris Campbell,IND,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Patrick Laird,MIA,RB,2019,1,27,28,24,67,268,10,14.9%,0.0%,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,67
Patrick Mahomes,KC,QB,2017,1,42,43,27,72,412,72,100.0%,-,-,22,43,340,2,1,51.2%,4.7%,7.9,7.8,412,151,9.6,83.5,-9.40,6,21,1,16.7%,3.5,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,10,21,1,0.29,27.7,7.3,2
Peyton Barber,WAS,RB,2016,1,28,30,25,54,139,2,3.7%,0.0%,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,68
Philip Rivers,IND,QB,2004,1,32,33,24,56,263,56,100.0%,-,-,21,33,225,0,2,63.6%,0.0%,6.8,4.1,263,142,8.0,57.4,2.70,1,-1,0,0.0%,-1.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,4,-1,0,-0.02,4.9,-7.6,28
Phillip Lindsay,DEN,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,6,0,0,-,0.0,0.0,-
Preston Williams,MIA,WR,2019,1,27,28,24,67,268,40,59.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,18.5%,0,80%,25,4.2,106,26.5,21.2,22.2,1,25.0%,3.79,111,41.4%,0.57,0.95,15,0,106,1,1.58,20.6,13.3,12
Quintez Cephus,DET,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Raheem Mostert,SF,RB,2015,1,35,35,28,64,316,31,48.4%,50.0%,11.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,90,0,0.0%,8.2,7,1,50.0%,0,0,3,3,8.6%,0,100%,14,2.1,29,9.7,9.7,6.3,0,0.0%,0.83,19,6.0%,0.17,1.53,10,14,119,0,1.86,14.9,5.4,21
Randall Cobb,HOU,WR,2011,1,35,35,25,58,329,35,60.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,6,17.1%,0,100%,25,1.9,47,7.8,7.8,5.7,0,0.0%,1.34,34,10.3%,0.33,1.38,13,8,47,0,0.81,10.7,0.9,42
Reggie Bonnafon,CAR,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,,,,,,,,,,-,0,0,,0,,0,0,-,0,-,0,-,0,-,-,-,0,-,-,,-,-,-,0,0,0,0,-,0.0,0.0,-
Rex Burkhead,NE,RB,2013,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,4,0,0,-,0.0,0.0,-
Rob Gronkowski,TB,TE,2010,1,41,41,25,71,271,57,80.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,6,14.6%,1,50%,28,1.9,52,17.3,8.7,6.2,0,0.0%,1.27,37,13.7%,0.32,1.41,33,3,52,0,0.73,8.2,-1.2,16
Robby Anderson,CAR,WR,2016,1,35,37,34,65,254,47,72.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0.0%,3.0,-,-,-,-,0,8,13,37.1%,1,62%,33,3.4,112,14.0,8.6,9.6,0,0.0%,3.03,125,49.2%,0.90,0.90,30,1,115,0,1.77,19.5,-1.3,17
Robert Tonyan,GB,TE,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,2,0,0,-,0.0,0.0,-
Robert Woods,LAR,WR,2013,1,29,30,38,68,188,59,86.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,17.2%,0,80%,31,2.3,71,17.8,14.2,11.6,1,25.0%,2.37,58,30.9%,0.47,1.22,29,0,71,1,1.04,17.1,10.0,21
Ronald Jones,TB,RB,2018,1,41,41,25,71,271,49,69.0%,88.0%,17.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,17,106,0,0.0%,6.2,5,1,25.0%,0,0,3,5,12.2%,1,60%,19,1.0,19,6.3,3.8,4.8,0,0.0%,0.46,24,8.9%,0.24,0.79,4,17,125,0,1.76,15.5,-0.5,17
Royce Freeman,DEN,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Russell Gage,ATL,WR,2018,1,35,37,31,65,284,40,61.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,5,14.3%,1,40%,26,0.6,16,8.0,3.2,8.2,0,0.0%,0.43,41,14.4%,0.32,0.39,3,0,16,0,0.25,3.6,-5.7,74
Russell Wilson,SEA,QB,2012,1,30,32,18,54,391,54,100.0%,-,-,0,0,217,3,1,-,-,-,-,391,143,-,100.0,9.40,5,58,0,0.0%,11.6,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,5,58,0,1.07,24.5,6.2,7
Ryan Fitzpatrick,MIA,QB,2005,1,27,28,24,67,268,67,100.0%,-,-,22,28,350,3,0,78.6%,10.7%,12.5,14.6,268,209,9.6,154.5,19.70,3,16,0,0.0%,5.3,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,5,16,0,0.24,27.6,13.6,3
Ryan Izzo,NE,TE,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Ryan Tannehill,TEN,QB,2012,1,28,28,33,66,181,66,100.0%,-,-,21,28,195,3,0,75.0%,10.7%,7.0,9.1,181,126,6.5,129.3,8.40,4,42,1,25.0%,10.5,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,4,42,1,0.64,30.0,14.1,1
Sam Darnold,NYJ,QB,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,-
Sammy Watkins,KC,WR,2014,1,42,43,27,72,412,26,36.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,4.8%,1,100%,21,1.1,24,12.0,12.0,12.5,1,50.0%,0.56,25,6.1%,0.11,0.96,-1,10,24,1,0.33,10.4,6.0,44
Saquon Barkley,NYG,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Scott Miller,TB,WR,2019,1,41,41,25,71,271,45,63.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,94
Sony Michel,NE,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Stefon Diggs,BUF,WR,2015,1,45,46,22,72,388,60,83.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,10,16,35.6%,0,63%,43,2.5,106,10.6,6.6,8.3,0,0.0%,2.30,132,34.0%,0.77,0.80,15,0,106,0,1.47,20.6,-4.4,13
Sterling Shepard,NYG,WR,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Steven Sims,WAS,WR,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,4,0,0,-,0.0,0.0,-
Tarik Cohen,CHI,RB,2017,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,3,0,0,-,0.0,0.0,-
Taysom Hill,NO,QB,2017,1,47,47,33,76,325,20,26.3%,-,-,0,1,0,0,0,0.0%,0.0%,0.0,0.0,9,0,9.0,39.6,0.00,3,13,1,33.3%,4.3,-,-,-,-,0,0,2,4.3%,-,0%,-,-,0,-,0.0,-,0,-,0.00,-,-,-,-,0,3,13,1,0.17,7.3,-1.0,26
Teddy Bridgewater,CAR,QB,2014,1,35,37,34,65,254,65,100.0%,-,-,27,37,313,2,0,73.0%,5.4%,8.5,9.5,254,167,6.9,116.2,7.40,3,3,0,0.0%,1.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,3,3,0,0.05,20.8,6.1,12
Tee Higgins,CIN,WR,2020,1,29,30,35,67,220,54,80.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,8,27.6%,0,50%,36,1.7,62,15.5,7.8,11.3,0,0.0%,2.07,90,40.9%,0.70,0.69,23,0,62,0,0.93,10.2,-2.0,45
Terry McLaurin,WAS,WR,2019,1,28,30,25,54,139,54,100.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,7,25.0%,0,43%,40,0.7,26,8.7,3.7,13.9,0,0.0%,0.87,97,69.8%,0.86,0.27,12,4,26,0,0.48,5.6,-4.7,60
Tevin Coleman,SF,RB,2015,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Tim Patrick,DEN,WR,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,2,0,0,-,0.0,0.0,-
TJ Hockenson,DET,TE,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,-
Todd Gurley,ATL,RB,2015,1,35,37,31,65,284,36,55.4%,61.3%,16.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,121,1,7.1%,8.6,8,2,44.4%,0,0,4,5,14.3%,0,80%,18,1.6,29,7.3,5.8,-0.2,0,0.0%,0.78,-1,-0.4%,0.21,-29.00,30,22,150,1,2.31,25.0,10.6,2
Tom Brady,TB,QB,2000,1,41,41,25,71,271,71,100.0%,-,-,24,41,253,1,0,58.5%,2.4%,6.2,6.7,271,153,6.6,86.7,-3.90,3,0,0,0.0%,0.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,5,0,0,0.00,14.1,-2.8,18
Tony Pollard,DAL,RB,2019,1,33,33,32,66,237,15,22.7%,28.1%,8.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,6,30,0,0.0%,5.0,2,0,25.0%,0,0,2,3,9.1%,0,67%,6,0.3,2,1.0,0.7,-4.3,0,0.0%,0.06,-13,-5.5%,0.10,-0.15,13,6,32,0,0.48,5.2,-3.0,40
Travis Homer,SEA,RB,2019,1,30,32,18,54,391,23,42.6%,16.7%,1.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,14,0,0.0%,4.7,0,0,0.0%,0,0,0,0,0.0%,0,-,6,0.0,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,9,14,0,0.26,1.4,-0.2,56
Travis Kelce,KC,TE,2013,1,42,43,27,72,412,64,88.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,8,12,28.6%,3,67%,44,2.5,108,13.5,9.0,9.0,1,12.5%,2.51,108,26.2%,0.61,1.00,47,0,108,1,1.50,24.8,3.1,1
Tre'Quan Smith,NO,WR,2018,1,47,47,33,76,325,59,77.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,6.4%,0,67%,42,0.2,8,4.0,2.7,5.0,0,0.0%,0.17,15,4.6%,0.13,0.53,7,4,8,0,0.11,2.8,-2.0,77
Trent Taylor,SF,WR,2017,1,35,35,28,64,316,4,6.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,0,-,2,0.0,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,3,0,0,0.00,0.0,0.0,95
TY Hilton,IND,WR,2012,1,32,33,24,56,263,53,94.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,10,31.3%,2,60%,33,2.1,69,11.5,6.9,11.1,0,0.0%,2.09,111,42.2%,0.76,0.62,8,0,69,0,1.23,12.9,-3.8,27
Ty Montgomery,NO,RB,2015,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,2,0,0,-,0.0,0.0,-
Tyler Boyd,CIN,WR,2016,1,29,30,35,67,220,46,68.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,6,20.7%,0,67%,34,1.2,42,10.5,7.0,10.8,0,0.0%,1.40,65,29.5%,0.52,0.65,13,4,42,0,0.63,8.2,-1.4,49
Tyler Eifert,JAC,TE,2013,1,44,49,26,75,295,46,61.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,7,15.9%,1,43%,32,0.5,16,5.3,2.3,6.9,0,0.0%,0.33,48,16.3%,0.35,0.33,14,4,16,0,0.21,4.6,-8.4,20
Tyler Ervin,GB,RB,2016,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,3,0,0,-,0.0,0.0,-
Tyler Higbee,LAR,TE,2016,1,29,30,38,68,188,56,82.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,6.9%,0,100%,16,0.8,12,6.0,6.0,4.0,0,0.0%,0.40,8,4.3%,0.13,1.50,4,0,12,0,0.18,3.2,0.1,23
Tyler Johnson,TB,WR,2020,1,41,41,25,71,271,56,78.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,6,14.6%,0,67%,38,1.6,61,15.3,10.2,8.2,0,0.0%,1.49,49,18.1%,0.35,1.24,29,0,61,0,0.86,10.1,1.2,46
