Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Fantasy Points,FPOE,PPR Rank
Jordan Reed,SF,TE,2013,1,35,36,40,77,262,18,23.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,6,17.1%,1,33%,13,1.8,23,3.8,9.3,0,0.0%,0.64,56,21.4%,0.41,0.41,2,4.3,-5.3,30
Jordan Wilkins,IND,RB,2020,1,25,25,36,60,136,17,28.3%,27.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,39,0,0.0%,4,1,40.0%,0,0,1,1,4.0%,0,100%,2,3.0,6,6.0,-1.0,0,0.0%,0.24,-1,-0.7%,0.05,-6.00,7,5.5,-0.1,46
Josh Adams,NYJ,RB,2018,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Josh Allen,BUF,QB,2018,1,32,33,22,62,307,62,100.0%,-,24,33,311,4,1,72.7%,12.1%,9.4,10.5,307,171,9.3,128.9,11.00,4,8,1,25.0%,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,31.2,4.0,2
Josh Jacobs,LV,RB,2019,1,32,32,27,59,247,35,59.3%,74.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,16,71,0,0.0%,4,0,21.1%,0,1,3,4,12.5%,0,75%,16,0.8,12,3.0,0.0,0,0.0%,0.38,0,0.0%,0.19,-,13,9.3,-2.1,30
Josh Reynolds,LAR,WR,2017,1,31,32,35,69,191,62,89.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,1,4,5,16.1%,0,80%,31,1.9,60,12.0,13.4,0,0.0%,1.88,67,35.1%,0.49,0.90,11,8.0,2.4,60
Joshua Kelley,LAC,RB,2020,1,48,49,33,78,296,23,29.5%,30.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,43,0,0.0%,4,1,40.0%,0,0,2,2,4.2%,0,100%,9,1.0,9,4.5,-1.0,0,0.0%,0.18,-2,-0.7%,0.06,-4.50,11,7.2,0.4,42
Josiah Deguara,GB,TE,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Juju Smith-Schuster,PIT,WR,2017,1,35,36,40,80,323,58,72.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,14.3%,0,80%,34,1.3,43,8.6,8.6,1,25.0%,1.19,43,13.3%,0.31,1.00,29,16.3,7.3,26
Julian Edelman,NE,WR,2009,1,28,28,42,69,129,56,81.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-1,0,0.0%,-,-,-,-,0,2,6,21.4%,1,33%,30,0.8,23,3.8,12.0,0,0.0%,0.82,72,55.8%,0.71,0.32,4,4.2,-6.8,77
Julio Jones,ATL,WR,2011,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Justin Herbert,LAC,QB,2020,1,48,49,33,78,296,78,100.0%,-,35,49,330,1,1,71.4%,2.0%,6.7,6.2,296,144,6.0,88.0,3.10,3,15,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,16.7,-3.3,17
Justin Jackson,LAC,RB,2018,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Justin Jefferson,MIN,WR,2020,1,25,27,37,65,237,51,78.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,7,9,36.0%,0,78%,27,6.5,175,19.4,14.2,1,14.3%,6.48,128,54.0%,0.92,1.37,79,30.5,17.3,3
Justin Watson,TB,WR,2018,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Kalen Ballage,NYJ,RB,2018,1,26,29,32,64,182,19,29.7%,21.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,8,0,0.0%,0,0,0.0%,0,0,5,5,19.2%,0,100%,8,5.5,44,8.8,-4.0,0,0.0%,1.52,-20,-11.0%,0.21,-2.20,64,10.2,2.0,27
Kareem Hunt,CLE,RB,2017,1,22,23,39,63,189,29,46.0%,48.7%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,16,46,0,0.0%,2,0,11.1%,0,0,2,3,13.6%,1,67%,11,1.6,18,6.0,5.3,1,50.0%,0.78,16,8.5%,0.26,1.13,4,14.4,-1.4,22
Ke'Shawn Vaughn,TB,RB,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,-,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Keelan Cole,JAC,WR,2017,1,41,42,26,66,313,50,75.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,5,12.2%,0,80%,40,1.1,43,8.6,7.2,0,0.0%,1.02,36,11.5%,0.26,1.19,20,8.3,-0.1,55
Keenan Allen,LAC,WR,2013,1,48,49,33,78,296,75,96.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,13,19,39.6%,3,68%,49,2.7,132,6.9,8.3,1,7.7%,2.69,157,53.0%,0.97,0.84,41,32.2,0.1,2
Kendrick Bourne,SF,WR,2017,1,35,36,40,77,262,64,83.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,17.1%,0,67%,36,1.8,63,10.5,11.0,0,0.0%,1.75,66,25.2%,0.43,0.95,17,10.3,1.0,44
Kenny Golladay,DET,WR,2017,1,31,31,31,67,220,49,73.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,7,22.6%,-,86%,#N/A,-,57,8.1,10.9,1,16.7%,1.84,76,34.5%,0.58,0.75,9,17.7,6.9,22
Kenny Stills,HOU,WR,2013,1,27,27,17,47,291,8,17.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,14.8%,0,75%,6,5.8,35,8.8,15.3,0,0.0%,1.30,61,21.0%,0.37,0.57,4,6.5,0.1,64
Kenyan Drake,ARI,RB,2016,1,33,35,25,65,332,44,67.7%,76.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,18,73,0,0.0%,3,0,15.8%,0,0,1,1,3.0%,0,100%,16,0.4,6,6.0,2.0,0,0.0%,0.17,2,0.6%,0.05,3.00,4,8.9,-1.1,32
Kerryon Johnson,DET,RB,2018,1,31,31,31,67,220,20,29.9%,12.9%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,16,0,0.0%,2,0,50.0%,0,0,1,1,3.2%,0,100%,10,1.4,14,14.0,0.0,0,0.0%,0.45,0,0.0%,0.05,-,14,4.0,0.2,53
Kirk Cousins,MIN,QB,2012,1,25,27,37,65,237,65,100.0%,-,16,27,251,3,2,59.3%,11.1%,9.3,8.2,237,130,8.8,96.4,-0.70,2,14,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,19.4,8.5,13
KJ Hamler,DEN,WR,2020,1,38,39,19,63,262,58,92.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-2,0,0.0%,-,-,-,-,0,3,5,13.2%,0,60%,39,0.8,30,6.0,9.0,0,0.0%,0.77,45,17.2%,0.32,0.67,4,5.8,-2.1,67
Kyle Juszczyk,SF,RB,2013,1,35,36,40,77,262,38,49.4%,2.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,1,1,2.9%,0,100%,11,0.6,7,7.0,4.0,0,0.0%,0.19,4,1.5%,0.05,1.75,3,1.7,0.2,66
Kyle Rudolph,MIN,TE,2011,1,25,27,37,65,237,48,73.8%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,12.0%,1,67%,17,0.6,11,3.7,2.0,1,50.0%,0.41,6,2.5%,0.20,1.83,9,9.1,3.2,14
Kyler Murray,ARI,QB,2019,1,33,35,25,65,332,65,100.0%,-,23,35,270,2,3,65.7%,5.7%,7.7,5.0,332,151,9.5,72.3,0.50,5,29,1,20.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,21.7,2.9,9
Lamar Jackson,BAL,QB,2018,1,27,28,17,56,260,56,100.0%,-,15,28,97,1,0,53.6%,3.6%,3.5,4.2,260,65,9.3,73.1,-10.70,9,83,0,0.0%,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,14.2,-2.1,22
Larry Fitzgerald,ARI,WR,2004,1,33,35,25,65,332,56,86.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,9.1%,0,33%,32,0.0,0,0.0,7.0,0,0.0%,0.00,21,6.3%,0.18,0.00,0,1.0,-3.2,98
Latavius Murray,NO,RB,2013,1,35,36,33,61,152,21,34.4%,39.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,58,0,0.0%,2,0,15.4%,0,0,1,1,2.9%,0,100%,5,1.4,7,7.0,3.0,0,0.0%,0.19,3,2.0%,0.06,2.33,4,7.5,0.4,39
Laviska Shenault,JAC,WR,2020,1,41,42,26,66,313,45,68.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,-,-,-,-,0,5,6,14.6%,0,83%,31,1.1,33,5.5,6.0,0,0.0%,0.79,36,11.5%,0.30,0.92,19,8.4,-0.8,53
Le'Veon Bell,NYJ,RB,2013,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Leonard Fournette,TB,RB,2017,1,36,38,30,68,315,25,36.8%,30.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,15,0,0.0%,2,0,22.2%,1,0,2,2,5.6%,0,100%,15,0.5,7,3.5,2.5,0,0.0%,0.18,5,1.6%,0.09,1.40,2,4.2,-3.6,52
LeSean McCoy,TB,RB,2009,1,36,38,30,68,315,11,16.2%,13.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,0.0%,0,0,2,4,11.1%,0,50%,5,4.8,24,6.0,2.0,0,0.0%,0.63,8,2.5%,0.18,3.00,16,4.4,-0.5,50
Logan Thomas,WAS,TE,2014,1,36,37,27,65,243,55,84.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,7,19.4%,2,57%,37,0.8,31,4.4,8.0,0,0.0%,0.84,56,23.0%,0.45,0.55,4,7.1,-2.4,21
Lynn Bowden,MIA,WR,2020,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Malcolm Brown,LAR,RB,2015,1,31,32,35,69,191,34,49.3%,25.7%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,19,0,0.0%,1,0,14.3%,0,0,0,2,6.5%,0,0%,17,0.0,0,0.0,-2.5,0,-,0.00,-5,-2.6%,0.08,0.00,0,1.9,-4.4,64
Mark Andrews,BAL,TE,2018,1,27,28,17,56,260,44,78.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,8,29.6%,1,38%,24,0.9,22,2.8,13.4,0,0.0%,0.79,107,41.2%,0.73,0.21,-1,5.2,-8.7,27
Mark Ingram,BAL,RB,2011,1,27,28,17,56,260,18,32.1%,47.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,30,0,0.0%,0,0,0.0%,0,0,0,1,3.7%,0,0%,4,0.0,0,0.0,-6.0,0,-,0.00,-6,-2.3%,0.04,0.00,0,3.0,-1.6,58
Marlon Mack,IND,RB,2017,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Marquez Valdes-Scantling,GB,WR,2018,1,30,32,31,62,288,57,91.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,4,13.3%,0,25%,31,0.2,5,1.3,24.5,0,0.0%,0.16,98,34.0%,0.44,0.05,1,1.5,-4.6,93
Marquise Brown,BAL,WR,2019,1,27,28,17,56,260,44,78.6%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,6,22.2%,0,33%,24,0.5,13,2.2,14.2,0,0.0%,0.46,85,32.7%,0.56,0.15,2,3.3,-6.5,81
Marvin Hall,DET,WR,2017,1,31,31,31,67,220,6,9.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,107
Marvin Jones,DET,WR,2012,1,31,31,31,67,220,61,91.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,9.7%,0,100%,34,1.5,51,17.0,11.7,0,0.0%,1.65,35,15.9%,0.26,1.46,16,8.1,4.0,59
Matt Breida,MIA,RB,2017,1,20,20,34,61,159,11,18.0%,8.8%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,4,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,1,0.0,0,-,-,0,-,0.00,15,9.4%,0.07,0.00,0,0.4,-1.2,74
Matt Ryan,ATL,QB,2008,1,38,38,31,68,423,68,100.0%,-,19,38,238,1,1,50.0%,2.6%,6.3,5.6,423,161,11.1,67.7,-11.00,1,-1,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,11.4,-4.3,25
Matthew Stafford,DET,QB,2009,1,31,31,31,67,220,67,100.0%,-,22,31,270,2,0,71.0%,6.5%,8.7,10.0,220,119,7.1,119.0,4.40,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,18.8,3.2,14
Maxx Williams,ARI,TE,2015,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Mecole Hardman,KC,WR,2019,1,41,42,38,75,246,29,38.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,14.6%,0,67%,23,3.5,81,13.5,3.7,1,25.0%,1.93,22,8.9%,0.28,3.68,16,18.1,9.2,21
Melvin Gordon,DEN,RB,2015,1,38,39,19,63,262,39,61.9%,73.7%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,26,0,0.0%,3,0,25.0%,0,0,4,6,15.8%,0,67%,20,0.6,12,2.0,-0.2,0,0.0%,0.31,-1,-0.4%,0.23,-12.00,12,7.8,-2.8,38
Michael Gallup,DAL,WR,2018,1,56,57,28,82,454,70,85.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,6,9,16.1%,0,67%,56,2.5,138,15.3,15.6,1,16.7%,2.42,140,30.8%,0.46,0.99,26,25.8,11.7,7
Michael Pittman,IND,WR,2020,1,25,25,36,60,136,35,58.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,16.0%,0,75%,15,1.7,26,6.5,1.5,0,0.0%,1.04,6,4.4%,0.27,4.33,25,5.6,-0.3,70
Michael Thomas,NO,WR,2016,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Mike Davis,CAR,RB,2015,1,28,28,28,51,138,39,76.5%,78.6%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,13,46,0,0.0%,6,1,28.6%,0,0,8,9,32.1%,4,89%,22,2.0,45,5.0,-0.7,1,12.5%,1.61,-6,-4.3%,0.45,-7.50,53,23.1,1.3,9
Mike Evans,TB,WR,2014,1,36,38,30,68,315,61,89.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,4,11.1%,2,50%,38,0.1,2,0.5,5.5,2,100.0%,0.05,22,7.0%,0.22,0.09,1,14.2,4.0,32
Mike Gesicki,MIA,TE,2018,1,20,20,34,61,159,30,49.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,3,15.0%,1,33%,21,0.7,15,5.0,14.7,1,100.0%,0.75,44,27.7%,0.42,0.34,1,8.5,4.0,16
Mike Thomas,CIN,WR,2016,1,42,44,23,72,395,16,22.2%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,4.8%,0,100%,10,0.9,9,4.5,1.0,0,0.0%,0.20,2,0.5%,0.07,4.50,7,2.9,0.0,84
Mike Williams,LAC,WR,2017,1,48,49,33,78,296,40,51.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,1,2.1%,0,100%,79,0.2,17,17.0,15.0,0,0.0%,0.35,15,5.1%,0.07,1.13,2,2.7,1.1,86
Miles Boykin,BAL,WR,2019,1,27,28,17,56,260,46,82.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,7.4%,0,50%,24,0.3,8,4.0,19.5,0,0.0%,0.29,39,15.0%,0.22,0.21,0,1.8,-0.8,92
Miles Sanders,PHI,RB,2019,1,44,47,34,91,356,71,78.0%,76.5%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,18,95,0,0.0%,5,1,22.7%,0,0,4,8,18.2%,0,50%,41,0.3,12,1.5,6.3,0,0.0%,0.26,50,14.0%,0.37,0.24,15,14.7,-4.6,20
Mitchell Trubisky,CHI,QB,2017,1,49,51,30,82,560,39,47.6%,-,13,22,128,1,1,59.1%,4.5%,5.8,4.7,266,71,12.1,71.8,-5.90,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,7.1,3.0,32
Mo Alie-Cox,IND,TE,2017,1,25,25,36,60,136,36,60.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,3,12.0%,1,100%,7,7.1,50,16.7,7.0,1,33.3%,2.00,21,15.4%,0.29,2.38,29,14.0,7.0,5
Mycole Pruitt,TEN,TE,2015,1,33,37,38,75,363,25,33.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,6.1%,0,100%,6,2.7,16,8.0,5.5,0,0.0%,0.43,11,3.0%,0.11,1.45,5,3.6,1.1,32
Myles Gaskin,MIA,RB,2019,1,20,20,34,61,159,46,75.4%,79.4%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,22,66,0,0.0%,3,0,11.1%,1,0,5,5,25.0%,0,100%,15,1.9,29,5.8,1.8,0,0.0%,1.45,9,5.7%,0.41,3.22,20,14.5,-5.9,21
N'Keal Harry,NE,WR,2019,1,28,28,42,69,129,46,66.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,2,0,0.0%,-,-,-,-,0,2,4,14.3%,3,50%,21,1.6,34,8.5,9.8,0,0.0%,1.21,39,30.2%,0.43,0.87,18,5.6,-2.2,69
Nelson Agholor,LV,WR,2015,1,32,32,27,59,247,50,84.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,3,9.4%,0,67%,32,1.0,32,10.7,11.0,0,0.0%,1.00,33,13.4%,0.23,0.97,6,5.2,0.6,73
Nick Chubb,CLE,RB,2018,1,22,23,39,63,189,34,54.0%,51.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,19,108,2,10.5%,6,3,30.0%,0,0,1,1,4.5%,0,100%,12,0.2,2,2.0,2.0,0,0.0%,0.09,2,1.1%,0.08,1.00,0,24.0,13.0,8
Nick Foles,CHI,QB,2012,1,49,51,30,82,560,43,52.4%,-,16,29,188,3,1,55.2%,10.3%,6.5,7.0,294,110,10.1,95.2,3.50,3,-3,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,17.2,0.8,16
Nick Mullens,SF,QB,2017,1,35,36,40,77,262,77,100.0%,-,25,36,343,1,0,69.4%,2.8%,9.5,10.1,262,180,7.3,108.9,7.90,4,0,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,17.7,0.9,15
Nick Vannett,DEN,TE,2016,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Noah Brown,DAL,WR,2017,1,56,57,28,82,454,29,35.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,1,2,3.6%,-,50%,#N/A,-,9,4.5,14.5,0,0.0%,0.16,29,6.4%,0.10,0.31,0,1.9,-2.5,91
Noah Fant,DEN,TE,2019,1,38,39,19,63,262,53,84.1%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,5,10,26.3%,1,50%,34,1.4,46,4.6,7.6,0,0.0%,1.18,76,29.0%,0.60,0.61,21,9.6,-5.8,11
Nyheim Hines,IND,RB,2018,1,25,25,36,60,136,20,33.3%,33.3%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,21,0,0.0%,1,0,9.1%,1,0,4,5,20.0%,1,80%,11,3.6,40,8.0,-1.0,0,0.0%,1.60,-5,-3.7%,0.27,-8.00,39,10.1,-2.6,28
Odell Beckham,CLE,WR,2014,1,22,23,39,63,189,51,81.0%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,6,27.3%,0,67%,22,2.7,59,9.8,16.0,0,0.0%,2.57,96,50.8%,0.76,0.61,9,9.9,0.4,45
OJ Howard,TB,TE,2017,1,36,38,30,68,315,33,48.5%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,3,4,11.1%,0,75%,11,4.5,49,12.3,13.0,0,0.0%,1.29,52,16.5%,0.28,0.94,15,7.9,1.8,18
Olabisi Johnson,MIN,WR,2019,1,25,27,37,65,237,5,7.7%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,108
Parris Campbell,IND,WR,2019,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Patrick Laird,MIA,RB,2019,1,20,20,34,61,159,1,1.6%,0.0%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,77
Patrick Mahomes,KC,QB,2017,1,41,42,38,75,246,75,100.0%,-,0,0,0,0,0,-,-,-,-,246,207,-,133.5,10.20,4,26,1,25.0%,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,8.6,17.2,30
Peyton Barber,WAS,RB,2016,1,36,37,27,65,243,7,10.8%,11.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,6,0,0.0%,0,0,0.0%,0,0,0,0,0.0%,0,-,2,0.0,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.6,-0.8,71
Philip Rivers,IND,QB,2004,1,25,25,36,60,136,46,76.7%,-,17,21,217,1,0,81.0%,4.8%,10.3,11.3,136,116,6.5,125.6,8.70,0,0,0,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,0,-,0.00,-,-,-,-,-,12.7,4.7,24
Phillip Lindsay,DEN,RB,2018,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Preston Williams,MIA,WR,2019,1,20,20,34,61,159,35,57.4%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,2,2,10.0%,1,100%,21,0.3,7,3.5,3.5,1,50.0%,0.35,7,4.4%,0.18,1.00,0,8.7,3.8,48
Quintez Cephus,DET,WR,2020,1,31,31,31,67,220,10,14.9%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,0.0,0.0,109
Raheem Mostert,SF,RB,2015,0,0,0,0,0,0,0,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,0,-,-,0,-,-,-,0,0.0,0.0,-
Randall Cobb,HOU,WR,2011,1,27,27,17,47,291,34,72.3%,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,4,4,14.8%,0,100%,25,3.8,95,23.8,17.8,1,25.0%,3.52,71,24.4%,0.39,1.34,24,19.5,12.0,18
Reggie Bonnafon,CAR,RB,2018,1,28,28,28,51,138,2,3.9%,7.1%,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,16,0,0.0%,-,-,-,-,0,0,0,0.0%,-,-,0,-,0,-,-,0,-,0.00,0,0.0%,0.00,-,0,1.6,15.9,
