Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Weight OPP,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,YPC,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Touches,SCRIM Yards,SCRIM TDs,SCRIM YDs/Play,Fantasy Points,FPOE,PPR Rank
Danny Amendola,DET,WR,2008,1,32,36,27,0,341,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,4,12.5%,0,75%,0,-,62,20.7,15.5,11.3,0,0.0%,1.72,45,13.2%,0.28,1.38,26,3,62,0,-,9.2,3.3,46
Dante Pettis,SF,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Darius Slayton,NYG,WR,2019,1,29,30,24,60,180,55,91.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,4,13.8%,0,50%,0,-,23,11.5,5.8,13.3,0,0.0%,0.77,53,29.4%,0.41,0.43,0,2,23,0,0.38,4.3,-1.6,63
Darnell Mooney,CHI,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Darrel Williams,KC,RB,2018,1,24,25,23,51,164,17,33.3%,0.0%,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,59
Darrell Henderson,LAR,RB,2019,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Darren Fells,HOU,TE,2013,1,38,39,24,68,254,53,77.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,31
Darren Waller,LV,TE,2015,1,36,36,31,65,315,59,90.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,9,25.0%,0,67%,0,-,50,8.3,5.6,5.0,1,16.7%,1.39,45,14.3%,0.48,1.11,21,6,50,1,0.77,17.0,-0.2,3
Darrynton Evans,TEN,RB,2020,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Darwin Thompson,KC,RB,2019,0,0,0,0,0,164,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,0.0%,-,-,0,0,0,0,-,0.0,0.0,
Davante Adams,GB,WR,2014,1,34,34,30,62,233,57,91.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,13,16,47.1%,0,81%,0,-,196,15.1,12.3,8.4,2,15.4%,5.76,134,57.5%,1.11,1.46,102,13,196,2,3.16,44.6,15.7,2
David Johnson,HOU,RB,2015,1,38,39,24,68,254,54,79.4%,75.0%,14.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,42,0,0.0%,3.0,0,0,0.0%,0,1,4,4,10.5%,0,100%,0,-,42,10.5,10.5,2.0,1,25.0%,1.08,8,3.1%,0.18,5.25,34,18,84,1,1.24,16.4,2.2,12
David Montgomery,CHI,RB,2019,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
David Moore,SEA,WR,2017,1,48,50,37,84,451,29,34.5%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,4,0,0.0%,4.0,-,-,-,-,0,3,3,6.3%,0,100%,0,-,54,18.0,18.0,10.7,0,0.0%,1.08,32,7.1%,0.14,1.69,22,4,58,0,0.69,8.8,3.6,48
David Njoku,CLE,TE,2017,1,28,29,25,0,248,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,10.7%,0,67%,0,-,20,10.0,6.7,15.0,1,50.0%,0.69,45,18.1%,0.29,0.44,0,2,20,1,-,10.0,3.5,12
Dawson Knox,BUF,TE,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
DeAndre Hopkins,ARI,WR,2013,1,44,48,28,84,304,80,95.2%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,1,10,12,27.3%,0,83%,0,-,103,10.3,8.6,13.4,1,10.0%,2.15,161,53.0%,0.78,0.64,21,10,103,1,1.23,24.3,7.4,7
Deebo Samuel,SF,WR,2019,1,25,25,41,66,160,41,62.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,7,0,0.0%,2.3,-,-,-,-,0,5,5,20.0%,0,100%,0,-,65,13.0,13.0,-2.0,0,0.0%,2.60,-10,-6.3%,0.26,-6.50,75,8,72,0,1.09,12.2,3.4,38
Demarcus Robinson,KC,WR,2016,1,24,25,23,51,164,34,66.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,4.2%,0,100%,0,-,4,4.0,4.0,4.0,0,0.0%,0.16,4,2.4%,0.08,1.00,0,1,4,0,0.08,1.4,-0.6,77
Denzel Mims,NYJ,WR,2020,1,22,23,25,57,111,45,78.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,7,31.8%,-,57%,-,-,42,10.5,6.0,2.6,0,0.0%,1.83,18,16.2%,0.59,2.33,51,4,42,0,0.74,8.2,-5.0,
Deonte Harris,NO,WR,2019,1,36,37,34,70,156,0,0.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,13.9%,0,80%,0,-,46,11.5,9.2,8.6,1,25.0%,1.24,43,27.6%,0.40,1.07,5,4,46,1,0.66,14.6,5.1,30
Derek Carr,LV,QB,2014,1,36,36,31,65,315,65,100.0%,-,-,24,36,284,2,1,66.7%,5.6%,7.9,7.8,315,147,8.8,97.4,-3.60,2,19,0,0.0%,9.5,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,2,19,0,0.29,19.3,5.0,12
Derrick Henry,TEN,RB,2016,1,30,31,23,0,247,0,-,95.7%,14.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,20,75,1,5.0%,3.8,0,0,0.0%,0,0,2,2,6.7%,0,100%,0,-,-3,-1.5,-1.5,-1.5,0,0.0%,-0.10,-3,-1.2%,0.09,1.00,0,22,72,1,-,15.2,-4.4,14
DeSean Jackson,PHI,WR,2008,1,41,43,24,81,328,39,48.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,12,0,0.0%,12.0,-,-,-,-,0,3,5,12.2%,0,60%,0,-,34,11.3,6.8,9.0,0,0.0%,0.79,45,13.7%,0.28,0.76,3,4,46,0,0.57,7.6,-3.3,51
Deshaun Watson,HOU,QB,2017,1,38,39,24,68,254,68,100.0%,-,-,29,39,309,2,0,74.4%,5.1%,7.9,8.9,254,182,6.5,114.2,5.40,7,38,0,0.0%,5.4,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,7,38,0,0.56,24.2,-1.3,9
Devante Parker,MIA,WR,2015,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Devin Duvernay,BAL,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Devin Singletary,BUF,RB,2019,1,41,43,24,74,295,40,54.1%,54.2%,12.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,29,0,0.0%,3.6,0,0,0.0%,0,0,2,5,12.2%,0,40%,0,-,18,9.0,3.6,-0.6,0,0.0%,0.42,-3,-1.0%,0.18,-6.00,20,10,47,0,0.64,6.7,-4.6,32
Devonta Freeman,NYG,RB,2014,1,29,30,24,60,180,12,20.0%,16.7%,3.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,8,0,0.0%,2.7,0,0,0.0%,0,0,0,1,3.4%,0,0%,0,-,0,-,0.0,0.0,0,-,0.00,0,0.0%,0.05,-,0,3,8,0,0.13,0.8,-1.7,53
Devontae Booker,LV,RB,2016,1,36,36,31,65,315,15,23.1%,16.1%,4.9,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,5,0,0.0%,1.7,0,0,0.0%,0,0,2,2,5.6%,0,100%,0,-,9,4.5,4.5,3.0,0,0.0%,0.25,6,1.9%,0.10,1.50,3,5,14,0,0.22,3.4,-0.8,44
Dion Lewis,NYG,RB,2011,1,29,30,24,60,180,15,25.0%,12.5%,1.7,0,0,0,0,0,-,-,-,-,-,-,-,-,-,3,23,0,0.0%,7.7,0,0,0.0%,0,1,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,3,23,0,0.38,0.3,-0.8,56
Diontae Johnson,PIT,WR,2019,1,49,49,30,0,266,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,9,15,30.6%,0,60%,0,-,80,8.9,5.3,6.8,2,22.2%,1.63,102,38.3%,0.73,0.78,48,9,80,2,-,29.0,0.7,3
DJ Chark,JAC,WR,2018,1,24,27,29,63,252,55,87.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,7,29.2%,0,14%,0,-,26,26.0,3.7,16.9,0,0.0%,0.96,118,46.8%,0.77,0.22,0,1,26,0,0.41,3.6,-5.5,66
DJ Moore,CAR,WR,2018,1,27,28,18,46,186,42,91.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,18.5%,0,80%,0,-,93,23.3,18.6,13.2,2,50.0%,3.32,66,35.5%,0.53,1.41,49,4,93,2,2.02,25.3,15.9,6
DK Metcalf,SEA,WR,2019,1,48,50,37,84,451,81,96.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,5,10.4%,0,40%,0,-,23,11.5,4.6,15.0,0,0.0%,0.46,75,16.6%,0.27,0.31,21,2,23,0,0.27,4.3,-3.2,64
Donovan Peoples-Jones,CLE,WR,2020,1,28,29,25,0,248,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,3,10.7%,0,100%,20,2.8,56,18.7,18.7,17.7,1,33.3%,1.93,53,21.4%,0.31,1.06,3,3,56,1,-,14.6,9.3,31
Dontrelle Inman,WAS,WR,2011,1,21,25,38,69,197,20,29.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,84
Drew Brees,NO,QB,2001,1,36,37,34,70,156,69,98.6%,-,-,29,36,287,2,0,80.6%,5.6%,8.0,9.1,157,145,4.4,118.4,10.40,3,2,1,33.3%,0.7,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,3,2,1,0.03,23.7,6.2,10
Drew Lock,DEN,QB,2019,1,38,40,36,77,265,76,98.7%,-,-,24,40,254,0,2,60.0%,0.0%,6.4,4.1,265,90,6.6,57.7,-6.00,3,8,1,33.3%,2.7,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,3,8,1,0.10,13.0,-3.5,20
Drew Sample,CIN,TE,2019,1,47,48,21,0,349,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,6,12.8%,0,83%,0,-,52,10.4,8.7,4.5,0,0.0%,1.08,27,7.7%,0.25,1.93,41,5,52,0,-,10.2,0.5,11
Duke Johnson,HOU,RB,2015,1,38,39,24,68,254,54,79.4%,25.0%,8.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-1,0,0.0%,-1.0,0,0,0.0%,0,0,5,5,13.2%,0,100%,0,-,43,8.6,8.6,0.2,0,0.0%,1.10,1,0.4%,0.20,43.00,42,6,42,0,0.62,9.2,1.0,25
Dwayne Haskins,WAS,QB,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,
Emmanuel Sanders,NO,WR,2010,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,85
Eric Ebron,PIT,TE,2014,1,49,49,30,0,266,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,8,16.3%,0,75%,0,-,50,8.3,6.3,8.0,0,0.0%,1.02,64,24.1%,0.41,0.78,15,6,50,0,-,11.0,-2.3,8
Evan Engram,NYG,TE,2017,1,29,30,24,60,180,50,83.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,3,0,0.0%,1.5,-,-,-,-,0,6,9,31.0%,0,67%,0,-,46,7.7,5.1,6.2,0,0.0%,1.53,56,31.1%,0.68,0.82,26,8,49,0,0.82,10.9,-4.4,9
Ezekiel Elliott,DAL,RB,2016,1,21,22,25,56,160,37,66.1%,56.0%,10.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,45,0,0.0%,3.8,0,0,0.0%,0,0,1,2,9.5%,0,50%,0,-,6,6.0,3.0,2.0,0,0.0%,0.27,4,2.5%,0.16,1.50,9,13,51,0,0.91,6.1,-2.2,36
Frank Gore,NYJ,RB,2005,1,22,23,25,57,111,16,28.1%,44.0%,6.4,0,0,0,0,0,-,-,-,-,-,-,-,-,-,11,60,0,0.0%,5.5,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,11,60,0,1.05,6.0,0.8,38
Gabriel Davis,BUF,WR,2020,1,41,43,24,74,295,70,94.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,3,7.3%,0,33%,0,-,11,11.0,3.7,14.0,0,0.0%,0.26,42,14.2%,0.21,0.26,5,1,11,0,0.15,2.1,-1.4,73
Gardner Minshew,JAC,QB,2019,1,24,27,29,63,252,63,100.0%,-,-,14,27,173,2,0,51.9%,7.4%,6.4,7.9,252,105,9.3,96.7,-7.60,4,21,0,0.0%,5.3,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,4,21,0,0.33,17.0,5.9,16
George Kittle,SF,TE,2017,1,25,25,41,66,160,60,90.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,7,28.0%,0,71%,0,-,56,11.2,8.0,7.0,0,0.0%,2.24,49,30.6%,0.63,1.14,21,5,56,0,0.85,10.6,-0.1,10
Gerald Everett,LAR,TE,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Giovani Bernard,CIN,RB,2013,1,47,48,21,0,349,0,-,85.7%,15.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,13,37,0,0.0%,2.8,0,0,0.0%,0,0,5,5,10.6%,0,100%,0,-,59,11.8,11.8,-2.0,1,20.0%,1.23,-10,-2.9%,0.14,-5.90,69,18,96,1,-,20.6,-1.7,7
Golden Tate,NYG,WR,2010,1,29,30,24,60,180,28,46.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,2,6.9%,0,50%,0,-,39,39.0,19.5,14.0,1,100.0%,1.30,28,15.6%,0.21,1.39,13,1,39,1,0.65,10.9,6.1,41
Greg Olsen,SEA,TE,2007,1,48,50,37,84,451,52,61.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,6.3%,0,67%,0,-,18,9.0,6.0,12.3,0,0.0%,0.36,37,8.2%,0.15,0.49,4,2,18,0,0.21,3.8,0.0,24
Greg Ward,PHI,WR,2017,1,41,43,24,81,328,77,95.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,6,14.6%,0,83%,0,-,42,8.4,7.0,7.2,1,20.0%,0.98,43,13.1%,0.31,0.98,8,5,42,1,0.52,15.2,4.5,29
Gus Edwards,BAL,RB,2018,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Harrison Bryant,CLE,TE,2020,1,28,29,25,0,248,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,5,17.9%,0,80%,0,-,56,14.0,11.2,6.0,2,50.0%,1.93,30,12.1%,0.35,1.87,26,4,56,2,-,21.6,9.1,1
Hayden Hurst,ATL,TE,2018,1,40,42,33,0,223,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,7,17.5%,0,86%,0,-,68,11.3,9.7,6.7,0,0.0%,1.62,47,21.1%,0.41,1.45,27,6,68,0,-,12.8,4.5,6
Henry Ruggs,LV,WR,2020,1,36,36,31,65,315,49,75.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,10,0,0.0%,10.0,-,-,-,-,0,2,3,8.3%,0,67%,0,-,35,17.5,11.7,14.3,0,0.0%,0.97,43,13.7%,0.22,0.81,27,3,45,0,0.69,6.5,1.6,57
Hunter Henry,LAC,TE,2016,1,42,44,33,63,383,62,98.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,7,16.7%,0,43%,0,-,23,7.7,3.3,7.7,0,0.0%,0.52,54,14.1%,0.35,0.43,7,3,23,0,0.37,5.3,-3.8,19
Hunter Renfrow,LV,WR,2019,1,36,36,31,65,315,35,53.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,4,6,16.7%,0,67%,0,-,42,10.5,7.0,5.5,0,0.0%,1.17,33,10.5%,0.32,1.27,36,4,42,0,0.65,8.2,-1.4,50
Ian Thomas,CAR,TE,2018,1,27,28,18,46,186,32,69.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,3.7%,0,100%,0,-,11,11.0,11.0,6.0,0,0.0%,0.39,6,3.2%,0.08,1.83,5,1,11,0,0.24,2.1,0.0,26
Irv Smith,MIN,TE,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Isaiah Ford,MIA,WR,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Isaiah McKenzie,BUF,WR,2017,1,41,43,24,74,295,15,20.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,-11,0,0.0%,-11.0,-,-,-,-,0,2,2,4.9%,0,100%,0,-,14,7.0,7.0,0.5,0,0.0%,0.33,1,0.3%,0.08,14.00,13,3,3,0,0.04,2.3,-2.7,70
Isaiah Wright,WAS,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,86
Ito Smith,ATL,RB,2018,1,40,42,33,0,223,0,-,3.0%,1.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,1,2.5%,0,0%,0,-,0,-,0.0,-7.0,0,-,0.00,-7,-3.1%,0.02,0.00,0,0,0,0,-,0.0,0.0,60
Jace Sternberger,GB,TE,2019,1,34,34,30,62,233,20,32.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,2.9%,0,100%,0,-,3,3.0,3.0,-1.0,1,100.0%,0.09,-1,-0.4%,0.04,-3.00,4,1,3,1,0.05,7.3,4.0,14
Jack Doyle,IND,TE,2013,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Jacob Hollister,SEA,TE,2017,1,48,50,37,84,451,23,27.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,3,6.3%,0,100%,0,-,22,7.3,7.3,3.3,0,0.0%,0.44,10,2.2%,0.11,2.20,12,3,22,0,0.26,5.2,0.5,20
Jakeem Grant,MIA,WR,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Jakobi Meyers,NE,WR,2019,1,22,25,21,52,201,41,78.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,2,0,0.0%,2.0,-,-,-,-,0,4,6,27.3%,0,67%,0,-,60,15.0,10.0,21.3,0,0.0%,2.40,128,63.7%,0.85,0.47,4,5,62,0,1.19,10.2,0.7,43
Jalen Guyton,LAC,WR,2019,1,42,44,33,63,383,54,85.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,7.1%,0,67%,0,-,84,42.0,28.0,18.0,1,50.0%,1.91,54,14.1%,0.21,1.56,40,2,84,1,1.33,16.4,11.5,24
Jalen Reagor,PHI,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Jalen Richard,LV,RB,2016,1,36,36,31,65,315,19,29.2%,22.6%,4.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,7,24,0,0.0%,3.4,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,7,24,0,0.37,2.4,-1.1,48
Jamaal Williams,GB,RB,2017,1,34,34,30,62,233,55,88.7%,80.0%,19.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,19,77,1,5.3%,4.1,0,0,0.0%,0,0,4,5,14.7%,0,80%,0,-,37,9.3,7.4,-0.8,0,0.0%,1.09,-4,-1.7%,0.21,-9.25,39,23,114,1,1.84,21.4,-0.2,6
James Conner,PIT,RB,2017,1,49,49,30,0,266,0,-,83.3%,19.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,20,82,0,0.0%,4.1,0,0,0.0%,0,0,3,5,10.2%,0,60%,0,-,29,9.7,5.8,0.6,0,0.0%,0.59,3,1.1%,0.16,9.67,26,23,111,0,-,14.1,-7.5,16
James O'Shaughnessy,JAC,TE,2015,1,24,27,29,63,252,44,69.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,3,3,12.5%,0,100%,0,-,32,10.7,10.7,8.0,0,0.0%,1.19,24,9.5%,0.25,1.33,8,3,32,0,0.51,6.2,1.1,16
James Robinson,JAC,RB,2020,1,24,27,29,63,252,57,90.5%,96.6%,22.3,0,0,0,0,0,-,-,-,-,-,-,-,-,-,22,119,1,4.5%,5.4,0,0,0.0%,0,0,4,6,25.0%,0,67%,0,-,18,4.5,3.0,-0.2,1,25.0%,0.67,-1,-0.4%,0.37,-18.00,27,26,137,2,2.17,29.7,8.7,2
James Washington,PIT,WR,2018,1,49,49,30,0,266,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,1,2.0%,0,0%,0,-,0,-,0.0,4.0,0,-,0.00,4,1.5%,0.04,0.00,0,0,0,0,-,0.0,-2.3,87
James White,NE,RB,2014,1,22,25,21,52,201,10,19.2%,4.8%,1.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,0.0%,0,0,1,1,4.5%,0,100%,0,-,3,3.0,3.0,2.0,0,0.0%,0.12,2,1.0%,0.08,1.50,1,1,3,0,0.06,1.3,-0.2,49
Jamison Crowder,NYJ,WR,2015,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
