Player,Team,POS,Draft Year,GP,TM TAR,TM PA ATT,TM OPP,TM Snaps,TM Air YDs,Snaps,Snap %,OPP Share,Weight OPP,Pass Comp,Pass ATT,Pass Yards,Pass TDs,Pass INT,Comp %,TD Rate,Yards/ ATT,AY/A,Passing Air Yards,Completed Air Yards,aDOT,QB Rating,CPOE,Rush ATT,Rush Yards,Rush TDs,TD Rate,YPC,Evaded Tackles,Big Runs,Juke Rate,GL ATT,FUM,REC,Targets,Target Share,RZ Targets,Catch Rate,Routes,Yards/ Route,REC Yards,Yards/REC,Yards/ Target,Air Yards/ Target,REC TDs,TD Rate,YDs/TM Pass ATT,Air Yards,Air Yards MS,WOPR,RACR,YAC,Touches,SCRIM Yards,SCRIM TDs,SCRIM YDs/Play,Fantasy Points,FPOE,PPR Rank
Alexander Mattison,MIN,RB,2019,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Allen Lazard,GB,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Allen Robinson,CHI,WR,2014,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Alshon Jeffrey,PHI,WR,2012,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Alvin Kamara,NO,RB,2017,1,36,37,34,70,156,52,74.3%,64.7%,20.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,14,83,0,0.0%,5.9,0,0,0.0%,0,0,8,8,22.2%,0,100%,0,-,65,8.1,8.1,-2.5,0,0.0%,1.76,-20,-12.8%,0.24,-3.25,85,22,148,0,2.11,22.8,3.3,3
Amari Cooper,DAL,WR,2015,1,21,22,25,56,160,42,75.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,5,0,0.0%,5.0,-,-,-,-,0,7,7,33.3%,0,100%,0,-,80,11.4,11.4,8.4,0,0.0%,3.64,59,36.9%,0.76,1.36,21,8,85,0,1.52,15.5,4.5,25
Andy Dalton,DAL,QB,2011,1,21,22,25,56,160,44,78.6%,-,-,9,19,75,0,1,47.4%,0.0%,3.9,1.6,124,37,6.5,36.1,-19.40,3,16,0,0.0%,5.3,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,3,16,0,0.29,2.6,-6.6,24
Andy Isabella,ARI,WR,2019,1,44,48,28,84,304,42,50.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,3,6.8%,0,33%,0,-,7,7.0,2.3,13.7,0,0.0%,0.15,41,13.5%,0.20,0.17,0,1,7,0,0.08,1.7,-3.0,75
Anthony Firkser,TEN,TE,2017,1,30,31,23,0,247,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,6.7%,0,100%,0,-,7,3.5,3.5,3.0,0,0.0%,0.23,6,2.4%,0.12,1.17,1,2,7,0,-,2.7,0.5,25
Anthony McFarland,PIT,RB,2020,1,49,49,30,0,266,0,-,6.7%,2.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,6,0,0.0%,6.0,0,0,0.0%,0,0,0,1,2.0%,0,0%,0,-,0,-,0.0,-2.0,0,-,0.00,-2,-0.8%,0.03,0.00,0,1,6,0,-,0.6,-1.2,54
Anthony Miller,CHI,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Antonio Gandy-Golden,WAS,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Antonio Gibson,WAS,RB,2020,1,21,25,38,69,197,33,47.8%,55.3%,13.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,20,128,1,5.0%,6.4,0,0,0.0%,0,0,0,1,4.8%,0,0%,0,-,0,-,0.0,-1.0,0,-,0.00,-1,-0.5%,0.07,0.00,0,20,128,1,1.86,18.8,6.2,9
Auden Tate,CIN,WR,2018,1,47,48,21,0,349,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,1,2.1%,0,0%,0,-,0,-,0.0,26.0,0,-,0.00,26,7.4%,0.08,0.00,0,0,0,0,-,0.0,-1.8,82
Austin Ekeler,LAC,RB,2017,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Austin Hooper,CLE,TE,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Baker Mayfield,CLE,QB,2018,1,28,29,25,0,248,0,-,-,-,22,28,297,5,1,78.6%,17.9%,10.6,12.6,248,179,8.9,135.6,20.20,1,-1,0,0.0%,-1.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,1,-1,0,-,29.8,16.9,6
Ben DiNucci,DAL,QB,2020,1,21,22,25,56,160,12,21.4%,-,-,2,3,39,0,0,66.7%,0.0%,13.0,13.0,36,25,12.0,109.7,0.00,1,0,0,0.0%,0.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,1,0,0,0.00,1.6,0.7,25
Ben Roethlisberger,PIT,QB,2004,1,49,49,30,0,266,0,-,-,-,32,49,268,2,3,65.3%,4.1%,5.5,3.5,266,110,5.4,67.4,-1.90,1,-1,0,0.0%,-1.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,1,-1,0,-,12.6,-10.6,21
Benny Snell,PIT,RB,2019,1,49,49,30,0,266,0,-,6.7%,1.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,2,1,50.0%,1.0,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,2,2,1,-,6.2,0.5,34
Blake Jarwin,DAL,TE,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Boston Scott,PHI,RB,2018,1,41,43,24,81,328,56,69.1%,70.8%,14.9,0,0,0,0,0,-,-,-,-,-,-,-,-,-,12,46,0,0.0%,3.8,0,0,0.0%,0,0,3,5,12.2%,0,60%,0,-,46,15.3,9.2,2.8,1,33.3%,1.07,14,4.3%,0.21,3.29,31,15,92,1,1.14,18.2,3.9,10
Brandin Cooks,HOU,WR,2014,1,38,39,24,68,254,68,100.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,7,9,23.7%,0,78%,0,-,60,8.6,6.7,6.2,0,0.0%,1.54,56,22.0%,0.51,1.07,19,7,60,0,0.88,13.0,-2.2,34
Brandon Aiyuk,SF,WR,2020,1,25,25,41,66,160,50,75.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,7,28.0%,0,86%,0,-,115,19.2,16.4,15.0,0,0.0%,4.60,105,65.6%,0.88,1.10,53,6,115,0,1.74,17.5,6.2,18
Breshad Perriman,NYJ,WR,2015,1,22,23,25,57,111,54,94.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,2,9.1%,0,100%,0,-,27,13.5,13.5,8.5,0,0.0%,1.17,17,15.3%,0.24,1.59,10,2,27,0,0.47,4.7,1.1,61
Brett Rypien,DEN,QB,2019,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,
Brian Hill,ATL,RB,2017,1,40,42,33,0,223,0,-,15.2%,5.9,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,3,0,0.0%,1.5,0,0,0.0%,0,0,3,3,7.5%,0,100%,0,-,27,9.0,9.0,1.3,0,0.0%,0.64,4,1.8%,0.13,6.75,23,5,30,0,-,6.0,1.1,37
Brian Hoyer,NE,QB,2011,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,
Bryan Edwards,LV,WR,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Calvin Ridley,ATL,WR,2018,1,40,42,33,0,223,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,7,17.5%,0,71%,0,-,69,13.8,9.9,13.6,1,20.0%,1.64,95,42.6%,0.56,0.73,1,5,69,1,-,17.9,5.1,15
Cam Akers,LAR,RB,2020,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Cam Newton,NE,QB,2011,1,22,25,21,52,201,32,61.5%,-,-,9,15,98,0,3,60.0%,0.0%,6.5,-2.5,169,77,11.3,39.7,-1.00,5,19,0,0.0%,3.8,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,5,19,0,0.37,-0.2,-7.3,29
Cameron Batson,TEN,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Carlos Hyde,SEA,RB,2014,1,48,50,37,84,451,41,48.8%,51.4%,15.1,0,0,0,0,0,-,-,-,-,-,-,-,-,-,15,68,1,6.7%,4.5,0,0,0.0%,0,0,3,4,8.3%,0,75%,0,-,8,2.7,2.0,1.0,0,0.0%,0.16,4,0.9%,0.13,2.00,12,18,76,1,0.90,16.6,3.2,11
Carson Wentz,PHI,QB,2016,1,41,43,24,81,328,81,100.0%,-,-,25,43,359,2,1,58.1%,4.7%,8.3,8.2,328,198,7.6,91.1,1.00,7,14,1,14.3%,2.0,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,7,14,1,0.17,27.8,-0.8,7
Cedrick Wilson,DAL,WR,2018,1,21,22,25,56,160,20,35.7%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,0,0,0,0.00,0.0,0.0,83
CeeDee Lamb,DAL,WR,2020,1,21,22,25,56,160,31,55.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,1,0,0.0%,1.0,-,-,-,-,0,0,5,23.8%,0,0%,0,-,0,-,0.0,8.4,0,-,0.00,42,26.3%,0.54,0.00,0,1,1,0,0.02,0.1,-8.0,81
Chase Claypool,PIT,WR,2020,1,49,49,30,0,266,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,2.0%,0,100%,0,-,-2,-2.0,-2.0,-4.0,0,0.0%,-0.04,-4,-1.5%,0.02,0.50,2,1,-2,0,-,0.8,-0.9,80
Chase Edmonds,ARI,RB,2018,1,44,48,28,84,304,51,60.7%,42.9%,14.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,58,0,0.0%,11.6,0,0,0.0%,0,0,7,7,15.9%,0,100%,0,-,87,12.4,12.4,1.1,0,0.0%,1.81,8,2.6%,0.26,10.88,79,12,145,0,1.73,21.5,9.9,5
Chris Carson,SEA,RB,2017,1,48,50,37,84,451,15,17.9%,16.2%,4.5,0,0,0,0,0,-,-,-,-,-,-,-,-,-,5,34,0,0.0%,6.8,0,0,0.0%,0,0,1,1,2.1%,0,100%,0,-,7,7.0,7.0,1.0,0,0.0%,0.14,1,0.2%,0.03,7.00,7,6,41,0,0.49,5.1,-2.4,40
Chris Conley,JAC,WR,2015,1,24,27,29,63,252,16,25.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,2,8.3%,0,50%,0,-,28,28.0,14.0,30.5,1,100.0%,1.04,61,24.2%,0.29,0.46,0,1,28,1,0.44,9.8,6.4,44
Chris Godwin,TB,WR,2017,1,41,45,33,72,403,59,81.9%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,9,9,22.0%,0,100%,0,-,88,9.8,9.8,6.8,1,11.1%,1.96,61,15.1%,0.44,1.44,27,9,88,1,1.22,23.8,8.4,8
Chris Herndon,NYJ,TE,2018,1,22,23,25,57,111,31,54.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,1,4.5%,0,0%,0,-,0,-,0.0,3.0,0,-,0.00,3,2.7%,0.09,0.00,0,0,0,0,0.00,0.0,-1.5,30
Chris Hogan,NYJ,WR,2011,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Chris Thompson,JAC,RB,2013,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Christian Kirk,ARI,WR,2018,1,44,48,28,84,304,66,78.6%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,5,8,18.2%,0,63%,0,-,37,7.4,4.6,8.6,2,40.0%,0.77,69,22.7%,0.43,0.54,13,5,37,2,0.44,20.7,5.8,13
Christian McCaffrey,CAR,RB,2017,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
CJ Beathard,SF,QB,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,
CJ Board,NYG,WR,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
CJ Uzomah,CIN,TE,2015,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Clyde Edwards-Helaire,KC,RB,2020,1,24,25,23,51,164,27,52.9%,52.2%,11.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,8,46,1,12.5%,5.8,0,0,0.0%,0,0,1,4,16.7%,0,25%,0,-,17,17.0,4.3,2.3,0,0.0%,0.68,9,5.5%,0.29,1.89,16,9,63,1,1.24,13.3,3.9,18
Cole Beasley,BUF,WR,2012,1,41,43,24,74,295,61,82.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,11,12,29.3%,0,92%,0,-,112,10.2,9.3,6.1,0,0.0%,2.60,73,24.7%,0.61,1.53,66,11,112,0,1.51,22.2,2.3,10
Cole Kmet,CHI,TE,2020,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Collin Johnson,JAC,WR,2020,1,24,27,29,63,252,12,19.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,1,4.2%,0,100%,0,-,13,13.0,13.0,10.0,0,0.0%,0.48,10,4.0%,0.09,1.30,3,1,13,0,0.21,2.3,1.0,69
Cooper Kupp,LAR,WR,2017,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Cordarrelle Patterson,CHI,WR,2013,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Corey Clement,PHI,RB,2017,1,41,43,24,81,328,18,22.2%,12.5%,2.8,0,0,0,0,0,-,-,-,-,-,-,-,-,-,2,9,0,0.0%,4.5,0,0,0.0%,0,0,1,1,2.4%,0,100%,0,-,12,12.0,12.0,1.0,0,0.0%,0.28,1,0.3%,0.04,12.00,11,3,21,0,0.26,3.1,0.6,46
Corey Davis,TEN,WR,2017,1,30,31,23,0,247,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,6,10,33.3%,0,60%,0,-,35,5.8,3.5,8.7,1,16.7%,1.13,87,35.2%,0.75,0.40,7,6,35,1,-,15.5,-1.6,26
Courtland Sutton,DEN,WR,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Curtis Samuel,CAR,WR,2017,1,27,28,18,46,186,22,47.8%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,5,1,100.0%,5.0,-,-,-,-,0,6,6,22.2%,0,100%,0,-,48,8.0,8.0,3.0,0,0.0%,1.71,18,9.7%,0.40,2.67,30,7,53,1,1.15,17.3,6.3,23
D'Andre Swift,DET,RB,2020,1,32,36,27,0,341,0,-,51.9%,13.2,0,0,0,0,0,-,-,-,-,-,-,-,-,-,9,27,1,11.1%,3.0,0,0,0.0%,0,0,4,5,15.6%,0,80%,0,-,21,5.3,4.2,0.6,0,0.0%,0.58,3,0.9%,0.24,7.00,18,13,48,1,-,14.8,1.1,15
D'Ernest Johnson,CLE,RB,2018,1,28,29,25,0,248,0,-,4.0%,0.6,0,0,0,0,0,-,-,-,-,-,-,-,-,-,1,3,0,0.0%,3.0,0,0,0.0%,0,0,0,0,0.0%,0,-,0,-,0,-,-,-,0,-,0.00,0,0.0%,0.00,-,0,1,3,0,-,0.3,-0.2,57
DaeSean Hamilton,DEN,WR,2018,1,38,40,36,77,265,27,35.1%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,7.9%,0,67%,0,-,26,13.0,8.7,5.0,0,0.0%,0.65,15,5.7%,0.16,1.73,22,2,26,0,0.34,4.6,0.1,62
Dak Prescott,DAL,QB,2016,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,0,0,-,0.0,0.00,0,0,0,-,-,-,-,-,-,0,0,0,-,-,-,-,-,0,-,-,-,0,-,-,-,-,-,-,0,0,0,0,-,0.0,0.0,
Dallas Goedert,PHI,TE,2018,0,0,0,0,0,0,0,-,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Dalton Schultz,DAL,TE,2018,1,21,22,25,56,160,45,80.4%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,4,19.0%,0,50%,0,-,22,11.0,5.5,9.3,0,0.0%,1.00,37,23.1%,0.45,0.59,16,2,22,0,0.39,4.2,-0.8,23
Dalvin Cook,MIN,RB,2017,0,0,0,0,0,0,0,-,-,0.0,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,0,0,-,0,0,0,0,-,0,-,0,-,0,-,-,-,0,-,-,0,-,-,-,0,0,0,0,-,0.0,0.0,
Damien Harris,NE,RB,2019,1,22,25,21,52,201,21,40.4%,52.4%,7.4,0,0,0,0,0,-,-,-,-,-,-,-,-,-,10,58,0,0.0%,5.8,0,0,0.0%,-,0,1,1,4.5%,0,100%,0,-,12,12.0,12.0,-3.0,0,0.0%,0.48,-3,-1.5%,0.06,-4.00,15,11,70,0,1.35,8.0,1.8,28
Damiere Byrd,NE,WR,2016,1,22,25,21,52,201,48,92.3%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,1,2,9.1%,0,50%,0,-,16,16.0,8.0,11.0,0,0.0%,0.64,22,10.9%,0.21,0.73,0,1,16,0,0.31,2.6,-0.3,68
Dan Arnold,ARI,TE,2017,1,44,48,28,84,304,21,25.0%,-,-,0,0,0,0,0,-,-,-,-,-,-,-,-,-,0,0,0,-,-,-,-,-,-,0,2,3,6.8%,0,67%,0,-,57,28.5,19.0,21.3,0,0.0%,1.19,64,21.1%,0.25,0.89,26,2,57,0,0.68,7.7,3.2,13
Daniel Jones,NYG,QB,2019,1,29,30,24,60,180,60,100.0%,-,-,20,30,187,2,1,66.7%,6.7%,6.2,6.1,180,90,6.0,92.0,4.60,4,92,0,0.0%,23.0,-,-,-,-,1,0,0,0.0%,-,-,-,-,0,-,-,-,0,-,0.00,-,-,-,-,0,4,92,0,1.53,20.7,7.2,11
